id,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,source,price,new,dublicate_ptc,no_ptc,original_ptc
0,внедорожник,чёрный,2.0,177.0,дизель,164000.0,5.0,2012.0,1.0,2.0,1,1.0,auto_ru,850000.0,0,0,0,1
1,внедорожник,голубой,4.4,575.0,бензин,13500.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,6100000.0,0,0,0,1
2,внедорожник,чёрный,2.0,184.0,дизель,135000.0,5.0,2012.0,1.0,2.0,1,1.0,auto_ru,990000.0,0,0,0,1
3,внедорожник,чёрный,3.0,306.0,бензин,89000.0,5.0,2014.0,1.0,2.0,1,1.0,auto_ru,2000000.0,0,0,0,1
4,внедорожник,коричневый,2.0,184.0,бензин,146000.0,5.0,2014.0,1.0,2.0,1,1.0,auto_ru,1400000.0,0,0,0,1
5,внедорожник,коричневый,2.0,245.0,бензин,29200.0,5.0,2014.0,1.0,2.0,1,1.0,auto_ru,1850000.0,0,0,0,1
6,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,5900000.0,0,0,0,1
7,седан,коричневый,3.0,320.0,бензин,126000.0,4.0,2014.0,1.0,2.0,1,1.0,auto_ru,1600000.0,0,0,0,1
8,внедорожник,белый,3.0,381.0,дизель,79500.0,5.0,2013.0,1.0,2.0,1,1.0,auto_ru,2150000.0,0,0,0,1
9,седан,коричневый,2.0,125.0,бензин,315000.0,4.0,1983.0,0.0,3.0,0,1.0,auto_ru,450000.0,0,1,0,0
10,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5980000.0,1,0,0,1
11,седан,чёрный,3.0,249.0,дизель,2700.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,7109997.0,0,0,0,1
12,седан,коричневый,3.0,400.0,дизель,458.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,6109999.0,0,0,0,1
13,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6660000.0,0,0,0,1
14,лифтбек,голубой,2.0,184.0,бензин,108000.0,5.0,2013.0,1.0,2.0,1,1.0,auto_ru,1250000.0,0,0,0,1
15,универсал,синий,2.0,150.0,дизель,368161.0,5.0,2006.0,1.0,1.0,0,1.0,auto_ru,627000.0,0,0,0,1
16,лифтбек,чёрный,3.0,320.0,дизель,55500.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,3799000.0,0,0,0,1
17,внедорожник,чёрный,2.0,190.0,дизель,24928.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,2737000.0,0,0,0,1
18,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7280000.0,1,0,0,1
19,внедорожник,чёрный,3.0,313.0,дизель,98800.0,5.0,2016.0,1.0,3.0,1,1.0,auto_ru,2740000.0,0,0,0,1
20,лифтбек,белый,3.0,306.0,бензин,175000.0,5.0,2010.0,1.0,3.0,0,1.0,auto_ru,870000.0,0,0,0,1
21,внедорожник,чёрный,3.0,313.0,дизель,34909.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,,0,0,0,1
22,седан,белый,2.0,156.0,бензин,108400.0,4.0,2012.0,1.0,3.0,0,1.0,auto_ru,750000.0,0,0,0,1
23,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,7150000.0,0,0,0,1
24,седан,зелёный,2.5,170.0,бензин,540000.0,4.0,1996.0,1.0,3.0,0,1.0,auto_ru,215000.0,0,1,0,0
25,внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6080000.0,0,0,0,1
26,седан,чёрный,4.4,450.0,бензин,131000.0,4.0,2013.0,1.0,1.0,1,1.0,auto_ru,1090000.0,0,0,0,1
27,внедорожник,чёрный,3.0,249.0,дизель,43786.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,3299000.0,0,0,0,1
28,внедорожник,чёрный,3.0,218.0,дизель,102000.0,5.0,2017.0,1.0,2.0,1,1.0,auto_ru,2480000.0,0,0,0,1
29,седан,чёрный,3.0,258.0,бензин,150000.0,4.0,2010.0,1.0,2.0,0,1.0,auto_ru,1100000.0,0,0,0,1
30,внедорожник,чёрный,2.0,231.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,4990000.0,1,0,0,1
31,седан,чёрный,2.0,190.0,дизель,145000.0,4.0,2017.0,1.0,2.0,0,1.0,auto_ru,1650000.0,0,0,0,1
32,седан,чёрный,3.0,320.0,дизель,47000.0,4.0,2018.0,1.0,1.0,1,1.0,auto_ru,4150000.0,0,0,0,1
33,внедорожник,белый,2.0,184.0,бензин,70816.0,5.0,2012.0,1.0,3.0,1,1.0,auto_ru,960000.0,0,0,0,1
34,купе,синий,4.4,560.0,бензин,67500.0,2.0,2012.0,2.0,3.0,0,1.0,auto_ru,2900000.0,0,0,0,1
35,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5780000.0,1,0,0,1
36,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7340000.0,1,0,0,1
37,седан,коричневый,3.0,249.0,дизель,20350.0,4.0,2018.0,1.0,1.0,1,1.0,auto_ru,3600000.0,0,0,0,1
38,седан,чёрный,3.0,300.0,дизель,114000.0,4.0,2011.0,1.0,2.0,0,1.0,auto_ru,1490000.0,0,0,0,1
39,хетчбек,чёрный,1.6,115.0,бензин,155000.0,5.0,2010.0,1.0,3.0,0,1.0,auto_ru,385000.0,0,1,0,0
40,хетчбек,белый,1.6,115.0,бензин,121126.0,5.0,2011.0,1.0,1.0,0,1.0,auto_ru,455510.0,0,0,0,1
41,внедорожник,коричневый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6160000.0,1,0,0,1
42,внедорожник,чёрный,2.0,192.0,бензин,21184.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,2350000.0,0,0,0,1
43,лифтбек,чёрный,3.0,320.0,дизель,5350.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,4350000.0,0,0,0,1
44,внедорожник,синий,2.0,190.0,дизель,70000.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,2590000.0,0,0,0,1
45,седан,чёрный,4.4,450.0,бензин,32000.0,4.0,2015.0,1.0,1.0,1,1.0,auto_ru,3200000.0,0,0,0,1
46,внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,9366000.0,1,0,0,1
47,хетчбек,белый,2.0,136.0,бензин,131229.0,5.0,2011.0,1.0,1.0,0,1.0,auto_ru,500000.0,0,0,0,1
48,седан,чёрный,2.0,184.0,бензин,48493.0,4.0,2015.0,1.0,1.0,0,1.0,auto_ru,1289000.0,0,0,0,1
49,седан,чёрный,2.0,190.0,дизель,35000.0,4.0,2018.0,1.0,2.0,0,1.0,auto_ru,2100000.0,0,0,0,1
50,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7410000.0,1,0,0,1
51,седан,серый,3.0,249.0,дизель,43000.0,4.0,2018.0,1.0,2.0,1,1.0,auto_ru,3130000.0,0,0,0,1
52,универсал,чёрный,2.8,193.0,бензин,440000.0,5.0,1997.0,1.0,3.0,0,1.0,auto_ru,230000.0,0,1,0,0
53,внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,7937801.0,0,0,0,1
54,внедорожник,коричневый,4.8,355.0,бензин,155000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,790000.0,0,0,0,1
55,внедорожник,чёрный,4.4,555.0,бензин,98000.0,5.0,2012.0,1.0,3.0,1,1.0,auto_ru,1599000.0,0,1,0,0
56,седан,коричневый,2.0,184.0,бензин,74000.0,4.0,2013.0,1.0,1.0,1,1.0,auto_ru,1170000.0,0,0,0,1
57,внедорожник,чёрный,3.0,272.0,бензин,86000.0,5.0,2009.0,1.0,2.0,1,1.0,auto_ru,950000.0,0,0,0,1
58,седан,чёрный,4.4,407.0,бензин,126000.0,4.0,2011.0,1.0,3.0,1,1.0,auto_ru,1270000.0,0,0,0,1
59,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6660000.0,0,0,0,1
60,внедорожник,чёрный,2.0,245.0,бензин,47000.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,2255000.0,0,0,0,1
61,седан,белый,1.6,136.0,бензин,75318.0,4.0,2014.0,1.0,2.0,0,1.0,auto_ru,899000.0,0,0,0,1
62,внедорожник,белый,3.0,218.0,дизель,33000.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,3290000.0,0,0,0,1
63,внедорожник,синий,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6080000.0,0,0,0,1
64,внедорожник,красный,2.0,249.0,бензин,21790.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,3740000.0,0,0,0,1
65,внедорожник,белый,3.0,381.0,дизель,112000.0,5.0,2012.0,1.0,3.0,1,1.0,auto_ru,2050000.0,0,1,0,0
66,внедорожник,чёрный,3.0,381.0,дизель,44500.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,4350000.0,0,0,0,1
67,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7150000.0,1,0,0,1
68,седан,коричневый,2.0,190.0,дизель,44017.0,4.0,2018.0,1.0,1.0,0,1.0,auto_ru,2100000.0,0,0,0,1
69,седан,чёрный,2.0,150.0,бензин,380000.0,4.0,1993.0,0.0,3.0,0,1.0,auto_ru,126500.0,0,0,0,1
70,седан,синий,3.0,265.0,дизель,98000.0,4.0,2017.0,1.0,2.0,1,1.0,auto_ru,3280000.0,0,0,0,1
71,внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6280000.0,1,0,0,1
72,седан,чёрный,4.4,450.0,бензин,61077.0,4.0,2013.0,1.0,3.0,1,1.0,auto_ru,1500000.0,0,1,0,0
73,внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,9890290.0,1,0,0,1
74,внедорожник,коричневый,3.0,231.0,бензин,250000.0,5.0,2005.0,1.0,2.0,1,1.0,auto_ru,598000.0,0,0,0,1
75,хетчбек,белый,2.0,156.0,бензин,169532.0,5.0,2008.0,1.0,2.0,0,1.0,auto_ru,449000.0,0,0,0,1
76,хетчбек,белый,1.6,115.0,бензин,170000.0,5.0,2009.0,1.0,3.0,0,1.0,auto_ru,450000.0,0,0,0,1
77,хетчбек,белый,1.6,115.0,бензин,109968.0,5.0,2008.0,1.0,2.0,0,1.0,auto_ru,419150.0,0,0,0,1
78,седан,чёрный,3.0,249.0,дизель,51000.0,4.0,2017.0,1.0,2.0,1,1.0,auto_ru,3299000.0,0,0,0,1
79,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6440000.0,1,0,0,1
80,внедорожник,чёрный,4.4,575.0,бензин,16695.0,5.0,2019.0,1.0,2.0,1,1.0,auto_ru,5499000.0,0,0,0,1
81,седан,пурпурный,2.0,136.0,бензин,142126.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,445000.0,0,1,0,0
82,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,8063319.0,0,0,0,1
83,седан,коричневый,2.0,129.0,бензин,235000.0,4.0,1988.0,0.0,1.0,0,1.0,auto_ru,777000.0,0,0,0,1
84,внедорожник,белый,3.0,231.0,бензин,168000.0,5.0,2005.0,1.0,2.0,1,1.0,auto_ru,499000.0,0,0,0,1
85,хетчбек,белый,1.6,115.0,бензин,137000.0,5.0,2011.0,1.0,1.0,0,1.0,auto_ru,510000.0,0,0,0,1
86,седан,красный,2.0,184.0,бензин,85383.0,4.0,2012.0,1.0,3.0,1,1.0,auto_ru,1066000.0,0,0,0,1
87,внедорожник,синий,2.0,231.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,4990000.0,1,0,0,1
88,внедорожник,серый,2.5,218.0,бензин,185263.0,5.0,2007.0,1.0,1.0,1,1.0,auto_ru,559000.0,0,0,0,1
89,внедорожник,коричневый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5780000.0,1,0,0,1
90,хетчбек,оранжевый,1.6,170.0,бензин,101000.0,5.0,2012.0,1.0,2.0,0,1.0,auto_ru,930000.0,0,0,0,1
91,седан,чёрный,4.4,286.0,бензин,300000.0,4.0,1996.0,1.0,3.0,0,1.0,auto_ru,300000.0,0,0,0,1
92,внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7410000.0,1,0,0,1
93,внедорожник,чёрный,4.4,575.0,бензин,29000.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,4999999.0,0,0,0,1
94,хетчбек,чёрный,1.6,136.0,бензин,215000.0,5.0,2013.0,1.0,3.0,0,1.0,auto_ru,492500.0,0,0,0,1
95,внедорожник,чёрный,3.0,231.0,бензин,292000.0,5.0,2004.0,1.0,3.0,1,1.0,auto_ru,585000.0,0,0,0,1
96,седан,чёрный,2.0,150.0,бензин,290000.0,4.0,1993.0,0.0,3.0,0,1.0,auto_ru,110000.0,0,0,0,1
97,внедорожник,белый,1.5,140.0,бензин,17602.0,5.0,2019.0,2.0,1.0,2,1.0,auto_ru,1842000.0,0,0,0,1
98,внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6080000.0,0,0,0,1
99,седан,синий,2.0,245.0,бензин,60135.0,4.0,2012.0,1.0,2.0,1,1.0,auto_ru,1300000.0,0,0,0,1
100,внедорожник,чёрный,3.0,231.0,бензин,225000.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,565000.0,0,0,0,1
101,внедорожник,чёрный,3.0,231.0,бензин,225000.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,565000.0,0,0,0,1
102,внедорожник,чёрный,3.0,249.0,дизель,63440.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,3100000.0,0,0,0,1
103,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5320000.0,1,0,0,1
104,открытый,чёрный,2.0,184.0,бензин,67950.0,2.0,2011.0,1.0,3.0,0,1.0,auto_ru,1600000.0,0,0,0,1
105,купе,серый,5.0,507.0,бензин,88900.0,2.0,2006.0,2.0,3.0,0,1.0,auto_ru,890000.0,0,0,0,1
106,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3468900.0,1,0,0,1
107,внедорожник,чёрный,4.4,575.0,бензин,29990.0,5.0,2018.0,1.0,2.0,1,1.0,auto_ru,4620000.0,0,0,0,1
108,седан,чёрный,4.4,333.0,бензин,249646.0,4.0,2003.0,1.0,3.0,0,1.0,auto_ru,437000.0,0,0,0,1
109,седан,синий,2.0,258.0,бензин,950.0,4.0,2018.0,1.0,1.0,0,1.0,auto_ru,,0,0,0,1
110,седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3022500.0,1,0,0,1
111,внедорожник,белый,3.0,249.0,дизель,60430.0,5.0,2018.0,1.0,3.0,1,1.0,auto_ru,3745000.0,0,0,0,1
112,лифтбек,белый,3.0,258.0,дизель,156378.0,5.0,2013.0,1.0,3.0,0,1.0,auto_ru,1605000.0,0,0,0,1
113,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3366600.0,1,0,0,1
114,внедорожник,чёрный,3.0,231.0,бензин,190000.0,5.0,2006.0,1.0,3.0,1,1.0,auto_ru,640000.0,0,0,0,1
115,седан,коричневый,3.0,249.0,дизель,18059.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,5299000.0,0,0,0,1
116,седан,коричневый,2.0,190.0,дизель,1385.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,3212997.0,0,0,0,1
117,внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7620000.0,1,0,0,1
118,седан,синий,2.0,190.0,дизель,6000.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,2699000.0,0,0,0,1
119,внедорожник,чёрный,4.4,575.0,бензин,72000.0,5.0,2015.0,1.0,1.0,1,1.0,auto_ru,3300000.0,0,0,0,1
120,седан,чёрный,2.0,184.0,бензин,2073.0,4.0,2019.0,1.0,1.0,0,1.0,auto_ru,2570000.0,0,0,0,1
121,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5780000.0,1,0,0,1
122,седан,зелёный,1.9,118.0,бензин,274070.0,4.0,2000.0,0.0,2.0,0,1.0,auto_ru,245000.0,0,0,0,1
123,внедорожник,оранжевый,2.0,150.0,бензин,89399.0,5.0,2013.0,1.0,2.0,0,1.0,auto_ru,897000.0,0,0,0,1
124,седан,белый,3.0,249.0,дизель,2103.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,3997527.0,0,0,0,1
125,седан,чёрный,3.0,249.0,дизель,2108.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,3979000.0,0,0,0,1
126,седан,белый,1.5,136.0,бензин,26530.0,4.0,2017.0,1.0,2.0,0,1.0,auto_ru,1570000.0,0,0,0,1
127,внедорожник,белый,3.0,218.0,дизель,48129.0,5.0,2015.0,1.0,1.0,1,1.0,auto_ru,2479000.0,0,0,0,1
128,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5980000.0,1,0,0,1
129,седан,чёрный,2.0,190.0,дизель,32300.0,4.0,2019.0,1.0,2.0,1,1.0,auto_ru,2550000.0,0,0,0,1
130,седан,чёрный,2.0,190.0,дизель,3918.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,2629000.0,0,0,0,1
131,внедорожник,чёрный,3.0,249.0,дизель,130500.0,5.0,2013.0,1.0,1.0,1,1.0,auto_ru,2290000.0,0,0,0,1
132,седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3022500.0,1,0,0,1
133,внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5790000.0,1,0,0,1
134,внедорожник,серый,2.0,184.0,бензин,112530.0,5.0,2015.0,1.0,2.0,1,1.0,auto_ru,1497000.0,0,0,0,1
135,внедорожник,чёрный,2.0,150.0,дизель,28247.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,1920000.0,0,0,0,1
136,внедорожник,синий,3.0,400.0,дизель,13000.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,8000000.0,0,0,0,1
137,хетчбек,красный,1.6,115.0,бензин,211073.0,5.0,2011.0,1.0,2.0,0,1.0,auto_ru,365000.0,0,0,0,1
138,внедорожник,чёрный,2.5,218.0,бензин,204885.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,485000.0,0,0,0,1
139,внедорожник,чёрный,3.0,381.0,дизель,105392.0,5.0,2015.0,1.0,2.0,1,1.0,auto_ru,3100000.0,0,0,0,1
140,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,7280000.0,1,0,0,1
141,седан,чёрный,3.0,188.0,бензин,100000.0,4.0,1991.0,1.0,3.0,0,1.0,auto_ru,130000.0,0,1,0,0
142,внедорожник,чёрный,3.0,286.0,дизель,147000.0,5.0,2008.0,1.0,1.0,1,1.0,auto_ru,950000.0,0,0,0,1
143,внедорожник,чёрный,2.0,231.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,4990000.0,1,0,0,1
144,внедорожник,чёрный,4.4,407.0,бензин,193000.0,5.0,2009.0,1.0,2.0,1,1.0,auto_ru,830000.0,0,0,0,1
145,седан,чёрный,3.0,272.0,бензин,195000.0,4.0,2008.0,1.0,3.0,1,1.0,auto_ru,550000.0,0,1,0,0
146,внедорожник,коричневый,3.0,313.0,дизель,99400.0,5.0,2015.0,1.0,2.0,1,1.0,auto_ru,2750000.0,0,0,0,1
147,внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3429500.0,1,0,0,1
148,седан,синий,4.4,450.0,бензин,26200.0,4.0,2015.0,1.0,2.0,1,1.0,auto_ru,3599000.0,0,0,0,1
149,внедорожник,чёрный,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3638500.0,1,0,0,1
150,седан,чёрный,3.0,245.0,дизель,124578.0,4.0,2011.0,1.0,1.0,0,1.0,auto_ru,1419000.0,0,0,0,1
151,внедорожник,зелёный,3.0,286.0,дизель,202000.0,5.0,2009.0,1.0,3.0,1,1.0,auto_ru,1585000.0,0,0,0,1
152,внедорожник,чёрный,3.0,306.0,бензин,147000.0,5.0,2013.0,1.0,1.0,1,1.0,auto_ru,1390000.0,0,0,0,1
153,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,7544700.0,0,0,0,1
154,хетчбек,красный,1.6,115.0,бензин,130000.0,5.0,2010.0,1.0,3.0,0,1.0,auto_ru,527000.0,0,0,0,1
155,седан,чёрный,2.0,156.0,бензин,173000.0,4.0,2008.0,0.0,3.0,0,1.0,auto_ru,530000.0,0,1,0,0
156,внедорожник,белый,2.0,177.0,дизель,143000.0,5.0,2011.0,1.0,2.0,1,1.0,auto_ru,800000.0,0,0,0,1
157,седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3022500.0,1,0,0,1
158,седан,белый,2.0,136.0,бензин,146325.0,4.0,2007.0,1.0,2.0,0,1.0,auto_ru,386000.0,0,0,0,1
159,седан,коричневый,2.0,249.0,бензин,104000.0,4.0,2017.0,1.0,1.0,1,1.0,auto_ru,2500000.0,0,0,0,1
160,седан,чёрный,2.0,190.0,дизель,209000.0,4.0,2016.0,1.0,2.0,0,1.0,auto_ru,1280000.0,0,0,0,1
161,внедорожник,чёрный,3.0,245.0,дизель,248000.0,5.0,2012.0,1.0,3.0,1,1.0,auto_ru,1390000.0,0,0,0,1
162,внедорожник,коричневый,2.0,184.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,3150000.0,0,0,0,1
163,внедорожник,серый,2.0,245.0,бензин,90000.0,5.0,2017.0,1.0,2.0,1,1.0,auto_ru,2000000.0,0,0,0,1
164,седан,чёрный,3.0,249.0,дизель,12000.0,4.0,2018.0,1.0,1.0,1,1.0,auto_ru,4200000.0,0,0,0,1
165,седан,белый,3.0,249.0,дизель,88134.0,4.0,2017.0,1.0,2.0,1,1.0,auto_ru,2850000.0,0,0,0,1
166,седан,коричневый,3.0,249.0,дизель,500.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,4118097.0,0,0,0,1
167,седан,чёрный,2.0,190.0,дизель,139996.0,4.0,2017.0,1.0,1.0,1,1.0,auto_ru,2197000.0,0,0,0,1
168,седан,коричневый,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,4974849.0,1,0,0,1
169,седан,коричневый,2.0,184.0,бензин,35300.0,4.0,2017.0,1.0,1.0,0,1.0,auto_ru,1475000.0,0,0,0,1
170,внедорожник,синий,2.0,184.0,бензин,143000.0,5.0,2012.0,1.0,1.0,1,1.0,auto_ru,745000.0,0,0,0,1
171,внедорожник,коричневый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5780000.0,1,0,0,1
172,открытый,чёрный,3.0,258.0,бензин,72000.0,2.0,2009.0,1.0,3.0,0,1.0,auto_ru,1470000.0,0,0,0,1
173,внедорожник,синий,3.0,306.0,бензин,160000.0,5.0,2009.0,1.0,3.0,1,1.0,auto_ru,1230000.0,0,0,0,1
174,седан,синий,2.0,156.0,бензин,250000.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,470000.0,0,1,0,0
175,внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,9350000.0,0,0,0,1
176,внедорожник,серый,3.0,306.0,бензин,112000.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,1249000.0,0,0,0,1
177,купе,чёрный,3.0,313.0,дизель,31848.0,2.0,2015.0,1.0,1.0,1,1.0,auto_ru,2750000.0,0,0,0,1
178,седан,чёрный,2.0,184.0,бензин,136449.0,4.0,2013.0,1.0,3.0,0,1.0,auto_ru,987000.0,0,0,0,1
179,внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5780000.0,1,0,0,1
180,внедорожник,чёрный,2.0,184.0,дизель,122350.0,5.0,2013.0,1.0,1.0,1,1.0,auto_ru,1370000.0,0,0,0,1
181,седан,белый,2.0,190.0,дизель,33576.0,4.0,2016.0,1.0,2.0,0,1.0,auto_ru,1597000.0,0,0,0,1
182,седан,чёрный,2.0,136.0,бензин,86403.0,4.0,2011.0,1.0,2.0,0,1.0,auto_ru,729000.0,0,0,0,1
183,седан,белый,3.0,249.0,дизель,4647.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,3949000.0,0,0,0,1
184,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3171300.0,1,0,0,1
185,внедорожник,чёрный,3.0,249.0,дизель,15888.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,4050000.0,0,0,0,1
186,седан,коричневый,4.4,462.0,бензин,2705.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,5450000.0,0,0,0,1
187,седан,коричневый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3468900.0,1,0,0,1
188,внедорожник,серый,3.0,231.0,бензин,335000.0,5.0,2006.0,1.0,3.0,1,1.0,auto_ru,625000.0,0,0,0,1
189,внедорожник,чёрный,4.8,355.0,бензин,183000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,900000.0,0,0,0,1
190,внедорожник,чёрный,3.0,249.0,дизель,84000.0,5.0,2015.0,1.0,1.0,1,1.0,auto_ru,2550000.0,0,0,0,1
191,внедорожник,чёрный,3.0,249.0,дизель,16250.0,5.0,2019.0,1.0,1.0,1,1.0,auto_ru,6500000.0,0,0,0,1
192,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,4465000.0,1,0,0,1
193,седан,чёрный,2.0,184.0,бензин,22147.0,4.0,2015.0,1.0,1.0,0,1.0,auto_ru,1400000.0,0,0,0,1
194,внедорожник,чёрный,3.0,231.0,бензин,296100.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,619000.0,0,0,0,1
195,внедорожник,чёрный,3.0,306.0,бензин,139000.0,5.0,2011.0,1.0,1.0,1,1.0,auto_ru,950000.0,0,0,0,1
196,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6660000.0,1,0,0,1
197,внедорожник,чёрный,3.0,258.0,бензин,82877.0,5.0,2011.0,1.0,2.0,1,1.0,auto_ru,999000.0,0,0,0,1
