id,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,source,price,new,dublicate_ptc,no_ptc,original_ptc
4412,внедорожник,синий,2.0,150.0,бензин,99284.0,5.0,2013.0,1.0,2.0,0,1.0,auto_ru,850000.0,0,0,0,1
4413,внедорожник,чёрный,3.0,204.0,дизель,350000.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,650000.0,0,0,0,1
4414,внедорожник,белый,3.0,313.0,дизель,160000.0,5.0,2014.0,1.0,3.0,1,1.0,auto_ru,2480000.0,0,0,0,1
4415,седан,синий,2.0,129.0,бензин,300000.0,4.0,1987.0,0.0,3.0,0,1.0,auto_ru,350000.0,0,1,0,0
4416,седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3207800.0,1,0,0,1
4417,внедорожник,коричневый,3.0,235.0,дизель,265000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,945000.0,0,1,0,0
4418,внедорожник,белый,3.0,313.0,дизель,71000.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,3290000.0,0,0,0,1
4419,седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,4108900.0,1,0,0,1
4420,седан,чёрный,2.0,156.0,бензин,190000.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,520000.0,0,0,0,1
4421,седан,коричневый,3.0,231.0,бензин,235000.0,4.0,2003.0,1.0,2.0,0,1.0,auto_ru,680000.0,0,0,0,1
4422,седан,коричневый,2.0,218.0,дизель,144000.0,4.0,2012.0,1.0,3.0,1,1.0,auto_ru,1050000.0,0,0,0,1
4423,седан,белый,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,4076400.0,1,0,0,1
4424,седан,белый,3.0,218.0,бензин,246000.0,4.0,2005.0,0.0,3.0,0,1.0,auto_ru,630000.0,0,0,0,1
4425,внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3750000.0,1,0,0,1
4426,внедорожник,чёрный,3.0,313.0,дизель,110000.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,3250000.0,0,0,0,1
4427,седан,серый,2.5,218.0,бензин,220000.0,4.0,2007.0,1.0,3.0,0,1.0,auto_ru,600000.0,0,0,0,1
4428,внедорожник,белый,3.0,306.0,бензин,131000.0,5.0,2014.0,1.0,2.0,1,1.0,auto_ru,1990000.0,0,0,0,1
4429,седан,чёрный,4.4,407.0,бензин,57500.0,4.0,2012.0,1.0,1.0,1,1.0,auto_ru,1400000.0,0,0,0,1
4430,седан,серый,3.0,231.0,бензин,388000.0,4.0,2003.0,0.0,3.0,0,1.0,auto_ru,530000.0,0,0,0,1
4431,хетчбек,красный,1.6,136.0,бензин,70000.0,5.0,2013.0,1.0,2.0,0,1.0,auto_ru,765000.0,0,0,0,1
4432,внедорожник,синий,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5880000.0,1,0,0,1
4433,седан,синий,2.9,193.0,дизель,364000.0,4.0,2001.0,1.0,3.0,0,1.0,auto_ru,475000.0,0,1,0,0
4434,седан,чёрный,2.0,184.0,дизель,160000.0,4.0,2013.0,1.0,3.0,0,1.0,auto_ru,1100000.0,0,0,0,1
4435,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6460000.0,1,0,0,1
4436,купе,чёрный,4.4,333.0,бензин,176000.0,2.0,2004.0,0.0,3.0,0,1.0,auto_ru,999000.0,0,0,0,1
4437,внедорожник,синий,2.0,184.0,бензин,11605.0,5.0,2019.0,1.0,2.0,1,1.0,auto_ru,3250000.0,0,0,0,1
4438,седан,чёрный,2.5,218.0,бензин,136000.0,4.0,2009.0,1.0,3.0,1,1.0,auto_ru,710000.0,0,0,0,1
4439,седан,белый,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2430000.0,1,0,0,1
4440,внедорожник,красный,4.4,555.0,бензин,44000.0,5.0,2013.0,1.0,2.0,1,1.0,auto_ru,2500000.0,0,0,0,1
4441,внедорожник,коричневый,2.5,192.0,бензин,152000.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,450000.0,0,1,0,0
4442,хетчбек,белый,1.6,136.0,бензин,142000.0,5.0,2013.0,1.0,3.0,0,1.0,auto_ru,640000.0,0,0,0,1
4443,седан,чёрный,3.0,231.0,дизель,171000.0,4.0,2007.0,1.0,2.0,0,1.0,auto_ru,999999.0,0,0,0,1
4444,внедорожник,коричневый,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,2810000.0,1,0,0,1
4445,хетчбек,белый,1.6,115.0,бензин,158000.0,5.0,2011.0,1.0,3.0,0,1.0,auto_ru,400000.0,0,1,0,0
4446,внедорожник,синий,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,2743500.0,1,0,0,1
4447,внедорожник,белый,2.0,150.0,дизель,39150.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,1670000.0,0,0,0,1
4448,внедорожник,белый,3.0,272.0,бензин,165000.0,5.0,2009.0,1.0,2.0,1,1.0,auto_ru,990000.0,0,0,0,1
4449,седан,чёрный,2.0,184.0,бензин,57500.0,4.0,2014.0,1.0,2.0,1,1.0,auto_ru,1400000.0,0,0,0,1
4450,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6604800.0,1,0,0,1
4451,седан,синий,4.4,450.0,бензин,11317.0,4.0,2015.0,1.0,1.0,1,1.0,auto_ru,4100000.0,0,0,0,1
4452,седан,чёрный,3.0,231.0,бензин,385640.0,4.0,2000.0,1.0,3.0,0,1.0,auto_ru,260000.0,0,0,0,1
4453,внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3790400.0,1,0,0,1
4454,внедорожник,чёрный,2.0,177.0,дизель,195000.0,5.0,2008.0,1.0,2.0,1,1.0,auto_ru,800000.0,0,0,0,1
4455,седан,серый,2.0,245.0,бензин,62000.0,4.0,2011.0,1.0,2.0,0,1.0,auto_ru,1020000.0,0,0,0,1
4456,седан,чёрный,4.4,407.0,бензин,110000.0,4.0,2012.0,1.0,2.0,1,1.0,auto_ru,999000.0,0,0,0,1
4457,купе,чёрный,3.0,320.0,бензин,48000.0,2.0,2015.0,1.0,2.0,1,1.0,auto_ru,2400000.0,0,0,0,1
4458,седан,синий,2.0,190.0,дизель,56000.0,4.0,2017.0,1.0,3.0,1,1.0,auto_ru,2250000.0,0,0,0,1
4459,седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,2827500.0,1,0,0,1
4460,хетчбек,белый,2.0,170.0,бензин,220000.0,5.0,2008.0,1.0,3.0,0,1.0,auto_ru,590000.0,0,1,0,0
4461,внедорожник,синий,4.4,575.0,бензин,91000.0,5.0,2015.0,1.0,3.0,1,1.0,auto_ru,2750000.0,0,0,0,1
4462,внедорожник,чёрный,4.4,530.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,8622912.0,1,0,0,1
4463,седан,чёрный,2.0,184.0,бензин,118600.0,4.0,2012.0,1.0,2.0,0,1.0,auto_ru,960000.0,0,0,0,1
4464,седан,синий,2.0,136.0,бензин,192000.0,4.0,2011.0,1.0,3.0,0,1.0,auto_ru,629000.0,0,0,0,1
4465,седан,коричневый,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2550000.0,1,0,0,1
4466,седан,чёрный,1.6,136.0,бензин,57000.0,4.0,2013.0,1.0,3.0,0,1.0,auto_ru,1050000.0,0,0,0,1
4467,внедорожник,чёрный,3.0,249.0,дизель,113000.0,5.0,2017.0,1.0,2.0,1,1.0,auto_ru,3100000.0,0,0,0,1
4468,внедорожник,синий,2.0,184.0,бензин,88150.0,5.0,2012.0,1.0,2.0,1,1.0,auto_ru,870000.0,0,0,0,1
4469,внедорожник,серый,3.0,231.0,бензин,220049.0,5.0,2002.0,1.0,3.0,1,1.0,auto_ru,455000.0,0,0,0,1
4470,лифтбек,синий,3.0,306.0,бензин,140000.0,5.0,2012.0,1.0,3.0,1,1.0,auto_ru,1250000.0,0,0,0,1
4471,седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2481745.0,1,0,0,1
4472,седан,коричневый,1.8,90.0,бензин,170000.0,4.0,1985.0,0.0,3.0,0,1.0,auto_ru,545000.0,0,0,0,1
4473,внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3496000.0,1,0,0,1
4474,внедорожник,зелёный,3.0,306.0,бензин,158000.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,1000000.0,0,0,0,1
4475,внедорожник,синий,3.0,231.0,бензин,173815.0,5.0,2002.0,1.0,1.0,1,1.0,auto_ru,497000.0,0,0,0,1
4476,внедорожник,чёрный,3.0,306.0,бензин,196382.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,999999.0,0,0,0,1
4477,внедорожник,синий,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3790400.0,1,0,0,1
4478,седан,чёрный,1.9,118.0,бензин,400000.0,4.0,2001.0,0.0,2.0,0,1.0,auto_ru,265000.0,0,0,0,1
4479,внедорожник,серый,3.0,231.0,бензин,250000.0,5.0,2003.0,1.0,3.0,1,1.0,auto_ru,350000.0,0,0,0,1
4480,седан,зелёный,2.0,150.0,бензин,340000.0,4.0,2000.0,0.0,3.0,0,1.0,auto_ru,310000.0,0,0,0,1
4481,купе,коричневый,2.0,184.0,дизель,125000.0,2.0,2011.0,1.0,3.0,0,1.0,auto_ru,890000.0,0,0,0,1
4482,седан,коричневый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,2795000.0,1,0,0,1
4483,внедорожник,чёрный,3.0,381.0,дизель,101000.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,3530000.0,0,0,0,1
4484,седан,коричневый,3.0,326.0,бензин,52600.0,4.0,2016.0,1.0,2.0,1,1.0,auto_ru,3450000.0,0,0,0,1
4485,внедорожник,пурпурный,3.0,306.0,бензин,93000.0,5.0,2010.0,1.0,2.0,1,1.0,auto_ru,1350000.0,0,0,0,1
4486,седан,белый,2.0,156.0,бензин,167000.0,4.0,2011.0,1.0,3.0,0,1.0,auto_ru,650000.0,0,0,0,1
4487,лифтбек,белый,2.0,184.0,бензин,107028.0,5.0,2013.0,1.0,2.0,0,1.0,auto_ru,1200000.0,0,0,0,1
4488,внедорожник,синий,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,8918277.0,1,0,0,1
4489,хетчбек,чёрный,1.6,115.0,бензин,169000.0,5.0,2011.0,1.0,3.0,0,1.0,auto_ru,480000.0,0,0,0,1
4490,хетчбек,синий,2.0,129.0,бензин,268500.0,5.0,2005.0,1.0,3.0,0,1.0,auto_ru,375000.0,0,0,0,1
4491,внедорожник,коричневый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3790400.0,1,0,0,1
4492,седан,чёрный,3.0,272.0,бензин,203000.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,800000.0,0,0,0,1
4493,хетчбек,красный,2.0,136.0,бензин,115000.0,5.0,2008.0,1.0,3.0,0,1.0,auto_ru,449000.0,0,0,0,1
4494,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,2949800.0,1,0,0,1
4495,внедорожник,чёрный,2.0,150.0,бензин,122000.0,5.0,2014.0,1.0,3.0,0,1.0,auto_ru,900000.0,0,0,0,1
4496,внедорожник,коричневый,3.0,286.0,дизель,164000.0,5.0,2009.0,1.0,3.0,1,1.0,auto_ru,1200000.0,0,0,0,1
4497,внедорожник,серый,3.0,231.0,бензин,195000.0,5.0,2002.0,1.0,3.0,1,1.0,auto_ru,540000.0,0,0,0,1
4498,седан,коричневый,2.0,156.0,бензин,179400.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,540000.0,0,1,0,0
4499,седан,чёрный,3.0,249.0,дизель,135000.0,4.0,2017.0,1.0,2.0,1,1.0,auto_ru,3180000.0,0,0,0,1
4500,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,2932600.0,1,0,0,1
4501,внедорожник,пурпурный,3.0,258.0,бензин,87000.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,885000.0,0,0,0,1
4502,седан,чёрный,2.0,184.0,дизель,170000.0,4.0,2013.0,1.0,3.0,1,1.0,auto_ru,848000.0,0,1,0,0
4503,седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2593295.0,1,0,0,1
4504,седан,чёрный,4.4,407.0,бензин,130000.0,4.0,2008.0,1.0,2.0,0,1.0,auto_ru,750000.0,0,0,0,1
4505,хетчбек,белый,1.6,115.0,бензин,105000.0,5.0,2011.0,1.0,3.0,0,1.0,auto_ru,450000.0,0,0,0,1
4506,седан,коричневый,2.5,150.0,бензин,250000.0,4.0,1985.0,0.0,3.0,0,1.0,auto_ru,85000.0,0,0,0,1
4507,седан,чёрный,2.5,218.0,бензин,245000.0,4.0,2006.0,1.0,3.0,0,1.0,auto_ru,425000.0,0,1,0,0
4508,седан,синий,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3430000.0,1,0,0,1
4509,внедорожник,синий,2.0,245.0,бензин,113120.0,5.0,2013.0,1.0,1.0,1,1.0,auto_ru,1450000.0,0,0,0,1
4510,внедорожник,чёрный,3.0,306.0,бензин,127000.0,5.0,2010.0,1.0,3.0,1,1.0,auto_ru,1135000.0,0,0,0,1
4511,внедорожник,белый,4.4,555.0,бензин,172000.0,5.0,2010.0,1.0,3.0,1,1.0,auto_ru,1290000.0,0,1,0,0
4512,внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,2860000.0,1,0,0,1
4513,седан,синий,2.0,184.0,дизель,118000.0,4.0,2014.0,1.0,2.0,0,1.0,auto_ru,1270000.0,0,0,0,1
4514,седан,чёрный,2.5,218.0,бензин,172200.0,4.0,2006.0,1.0,3.0,1,1.0,auto_ru,750000.0,0,0,0,1
4515,внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3880000.0,1,0,0,1
4516,седан,чёрный,2.0,190.0,дизель,134355.0,4.0,2016.0,1.0,1.0,0,1.0,auto_ru,1400000.0,0,0,0,1
4517,седан,чёрный,2.0,184.0,бензин,70000.0,4.0,2017.0,1.0,2.0,1,1.0,auto_ru,2000000.0,0,0,0,1
4518,внедорожник,чёрный,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,2607700.0,1,0,0,1
4519,седан,чёрный,2.0,184.0,бензин,91178.0,4.0,2013.0,1.0,3.0,0,1.0,auto_ru,939000.0,0,1,0,0
4520,открытый,белый,2.5,218.0,бензин,55500.0,2.0,2011.0,1.0,2.0,0,1.0,auto_ru,1599000.0,0,0,0,1
4521,внедорожник,коричневый,2.0,190.0,дизель,68500.0,5.0,2015.0,1.0,1.0,1,1.0,auto_ru,1850000.0,0,0,0,1
4522,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,2762500.0,1,0,0,1
4523,внедорожник,серый,3.0,306.0,бензин,78400.0,5.0,2011.0,1.0,2.0,1,1.0,auto_ru,1400000.0,0,0,0,1
4524,седан,синий,2.0,245.0,бензин,42000.0,4.0,2012.0,1.0,2.0,0,1.0,auto_ru,1440000.0,0,0,0,1
4525,внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3589860.0,1,0,0,1
4526,внедорожник,чёрный,4.4,555.0,бензин,53902.0,5.0,2009.0,1.0,3.0,1,1.0,auto_ru,1250000.0,0,0,0,1
4527,седан,серый,3.0,231.0,бензин,216800.0,4.0,2002.0,1.0,3.0,0,1.0,auto_ru,730000.0,0,1,0,0
4528,внедорожник,синий,4.8,355.0,бензин,192000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,738000.0,0,1,0,0
4529,внедорожник,чёрный,2.0,177.0,дизель,172000.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,725000.0,0,0,0,1
4530,седан,коричневый,2.0,190.0,дизель,9500.0,4.0,2019.0,1.0,1.0,1,1.0,auto_ru,2850000.0,0,0,0,1
4531,внедорожник,синий,2.0,231.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,4890000.0,1,0,0,1
4532,купе,синий,3.0,231.0,бензин,315000.0,2.0,2003.0,1.0,3.0,0,1.0,auto_ru,550000.0,0,1,0,0
4533,внедорожник,чёрный,3.0,272.0,бензин,111135.0,5.0,2007.0,1.0,2.0,1,1.0,auto_ru,660000.0,0,0,0,1
4534,внедорожник,коричневый,3.0,235.0,дизель,250000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,1180000.0,0,0,0,1
4535,седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2550000.0,1,0,0,1
4536,внедорожник,коричневый,3.0,235.0,дизель,143000.0,5.0,2009.0,1.0,3.0,1,1.0,auto_ru,1290000.0,0,0,0,1
4537,седан,белый,3.0,258.0,дизель,140000.0,4.0,2011.0,1.0,2.0,1,1.0,auto_ru,1150000.0,0,1,0,0
4538,седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,4076400.0,1,0,0,1
4539,седан,чёрный,2.0,184.0,бензин,105000.0,4.0,2012.0,1.0,3.0,0,1.0,auto_ru,1050000.0,0,0,0,1
4540,внедорожник,чёрный,4.4,407.0,бензин,91500.0,5.0,2011.0,1.0,3.0,1,1.0,auto_ru,1200000.0,0,0,0,1
4541,внедорожник,коричневый,3.0,231.0,бензин,262500.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,585000.0,0,0,0,1
4542,седан,серый,2.9,184.0,дизель,372000.0,4.0,1999.0,1.0,3.0,0,1.0,auto_ru,435000.0,0,0,0,1
4543,внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,6604800.0,1,0,0,1
4544,седан,белый,1.6,136.0,бензин,68500.0,4.0,2014.0,1.0,2.0,0,1.0,auto_ru,980000.0,0,0,0,1
4545,внедорожник,чёрный,3.0,286.0,дизель,240000.0,5.0,2008.0,1.0,3.0,1,1.0,auto_ru,930000.0,0,1,0,0
4546,седан,золотистый,2.0,156.0,бензин,81892.0,4.0,2011.0,1.0,3.0,0,1.0,auto_ru,740000.0,0,0,0,1
4547,внедорожник,синий,1.5,140.0,бензин,0.0,5.0,2020.0,2.0,,2,1.0,auto_ru,2090000.0,1,0,0,1
4548,внедорожник,фиолетовый,3.0,231.0,бензин,227300.0,5.0,2005.0,1.0,3.0,1,1.0,auto_ru,450000.0,0,1,0,0
4549,седан,белый,2.5,170.0,бензин,224000.0,4.0,2000.0,1.0,3.0,0,1.0,auto_ru,290000.0,0,0,0,1
4550,внедорожник,чёрный,2.0,184.0,дизель,132000.0,5.0,2011.0,1.0,1.0,1,1.0,auto_ru,1000000.0,0,0,0,1
4551,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,6639200.0,0,0,0,1
4552,седан,серый,2.0,150.0,бензин,407000.0,4.0,1996.0,1.0,3.0,0,1.0,auto_ru,230000.0,0,0,0,1
4553,внедорожник,синий,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3052700.0,1,0,0,1
4554,купе,серый,2.5,218.0,бензин,178500.0,2.0,2012.0,1.0,3.0,1,1.0,auto_ru,800000.0,0,1,0,0
4555,седан,чёрный,4.4,450.0,бензин,135000.0,4.0,2012.0,1.0,3.0,1,1.0,auto_ru,1349000.0,0,0,0,1
4556,купе,оранжевый,2.0,184.0,дизель,99600.0,2.0,2014.0,1.0,1.0,0,1.0,auto_ru,1220000.0,0,0,0,1
4557,внедорожник,серый,2.0,190.0,дизель,24500.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,2600000.0,0,0,0,1
4558,внедорожник,синий,3.0,286.0,дизель,160000.0,5.0,2008.0,1.0,3.0,1,1.0,auto_ru,900000.0,0,0,0,1
4559,седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,6900000.0,1,0,0,1
4560,седан,чёрный,2.5,218.0,бензин,190000.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,715000.0,0,0,0,1
4561,внедорожник,коричневый,2.0,150.0,бензин,81000.0,5.0,2013.0,1.0,3.0,0,1.0,auto_ru,850000.0,0,0,0,1
4562,внедорожник,коричневый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3510000.0,1,0,0,1
4563,седан,синий,2.0,184.0,бензин,115000.0,4.0,2014.0,1.0,2.0,0,1.0,auto_ru,1200000.0,0,0,0,1
4564,внедорожник,чёрный,2.0,190.0,дизель,76300.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,2100000.0,0,0,0,1
4565,седан,чёрный,2.5,218.0,бензин,216000.0,4.0,2009.0,1.0,3.0,0,1.0,auto_ru,680000.0,0,1,0,0
4566,внедорожник,коричневый,3.0,306.0,бензин,109000.0,5.0,2010.0,1.0,3.0,1,1.0,auto_ru,1130000.0,0,0,0,1
4567,внедорожник,чёрный,4.8,355.0,бензин,144000.0,5.0,2008.0,1.0,3.0,1,1.0,auto_ru,890000.0,0,0,0,1
4568,седан,синий,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,auto_ru,2458950.0,1,0,0,1
4569,седан,серый,2.0,156.0,бензин,110000.0,4.0,2011.0,1.0,3.0,0,1.0,auto_ru,620000.0,0,0,0,1
4570,седан,чёрный,2.0,184.0,бензин,136000.0,4.0,2012.0,1.0,1.0,0,1.0,auto_ru,970000.0,0,0,0,1
4571,внедорожник,синий,3.0,306.0,бензин,125000.0,5.0,2011.0,1.0,2.0,1,1.0,auto_ru,1275000.0,0,0,0,1
4572,внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,auto_ru,7200000.0,0,0,0,1
4573,седан,серый,2.0,245.0,бензин,114000.0,4.0,2012.0,1.0,3.0,0,1.0,auto_ru,1130000.0,0,0,0,1
4574,внедорожник,серый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3510000.0,1,0,0,1
4575,внедорожник,чёрный,3.0,272.0,бензин,180000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,600000.0,0,0,0,1
4576,лифтбек,синий,2.0,190.0,дизель,49000.0,5.0,2018.0,1.0,1.0,1,1.0,auto_ru,2100000.0,0,0,0,1
4577,внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,3699000.0,1,0,0,1
4578,седан,синий,4.4,560.0,бензин,83000.0,4.0,2013.0,2.0,1.0,0,1.0,auto_ru,2700000.0,0,0,0,1
4579,внедорожник,синий,3.0,231.0,бензин,376000.0,5.0,2003.0,1.0,3.0,1,1.0,auto_ru,520000.0,0,0,0,1
4580,внедорожник,серый,3.0,231.0,дизель,246000.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,820000.0,0,1,0,0
4581,седан,коричневый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3250000.0,1,0,0,1
4582,седан,чёрный,2.0,150.0,бензин,450000.0,4.0,1998.0,1.0,3.0,0,1.0,auto_ru,380000.0,0,1,0,0
4583,внедорожник,серый,4.4,575.0,бензин,36000.0,5.0,2017.0,1.0,1.0,1,1.0,auto_ru,4050000.0,0,0,0,1
4584,внедорожник,синий,3.0,306.0,бензин,212345.0,5.0,2009.0,1.0,2.0,1,1.0,auto_ru,1200000.0,0,0,0,1
4585,внедорожник,чёрный,3.0,272.0,бензин,159000.0,5.0,2010.0,1.0,3.0,1,1.0,auto_ru,1130000.0,0,0,0,1
4586,седан,синий,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3730000.0,1,0,0,1
4587,седан,серый,1.9,118.0,бензин,400000.0,4.0,1998.0,0.0,2.0,0,1.0,auto_ru,320000.0,0,0,0,1
4588,внедорожник,чёрный,4.8,355.0,бензин,203600.0,5.0,2007.0,1.0,3.0,1,1.0,auto_ru,790000.0,0,0,0,1
4589,внедорожник,чёрный,3.0,235.0,дизель,193000.0,5.0,2010.0,1.0,3.0,1,1.0,auto_ru,1600000.0,0,1,0,0
4590,седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,auto_ru,3430000.0,1,0,0,1
4591,внедорожник,чёрный,4.4,286.0,бензин,302000.0,5.0,2001.0,1.0,3.0,1,1.0,auto_ru,450000.0,0,0,0,1
4592,внедорожник,чёрный,2.0,192.0,бензин,42000.0,5.0,2016.0,1.0,1.0,1,1.0,auto_ru,1750000.0,0,0,0,1
4593,внедорожник,чёрный,3.0,231.0,бензин,247200.0,5.0,2004.0,1.0,2.0,1,1.0,auto_ru,550000.0,0,0,0,1
4594,хетчбек,чёрный,1.6,136.0,бензин,140000.0,5.0,2013.0,1.0,2.0,0,1.0,auto_ru,630000.0,0,0,0,1
4595,внедорожник,синий,3.0,231.0,бензин,300000.0,5.0,2002.0,1.0,3.0,1,1.0,auto_ru,450000.0,0,1,0,0
4596,внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5390000.0,1,0,0,1
4597,седан,чёрный,2.0,184.0,бензин,79000.0,4.0,2017.0,1.0,1.0,0,1.0,auto_ru,1800000.0,0,0,0,1
4598,седан,серый,2.0,184.0,дизель,154000.0,4.0,2014.0,1.0,3.0,1,1.0,auto_ru,1290000.0,0,0,0,1
4599,внедорожник,белый,3.0,245.0,дизель,114423.0,5.0,2012.0,1.0,2.0,1,1.0,auto_ru,2200000.0,0,0,0,1
4600,седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,auto_ru,3410000.0,1,0,0,1
4601,внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,2447500.0,1,0,0,1
4602,седан,красный,2.0,156.0,бензин,117500.0,4.0,2008.0,1.0,3.0,0,1.0,auto_ru,490000.0,0,1,0,0
4603,седан,белый,2.0,184.0,бензин,138023.0,4.0,2013.0,1.0,1.0,0,1.0,auto_ru,1190000.0,0,0,0,1
4604,внедорожник,чёрный,4.4,320.0,бензин,287000.0,5.0,2003.0,1.0,3.0,1,1.0,auto_ru,550000.0,0,1,0,0
4605,внедорожник,чёрный,2.0,184.0,бензин,91000.0,5.0,2014.0,1.0,1.0,1,1.0,auto_ru,1550000.0,0,0,0,1
4606,седан,чёрный,3.0,218.0,дизель,317907.0,4.0,2003.0,1.0,3.0,0,1.0,auto_ru,630000.0,0,0,0,1
4607,внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,auto_ru,5380000.0,1,0,0,1
4608,седан,белый,2.0,245.0,бензин,180000.0,4.0,2016.0,1.0,1.0,1,1.0,auto_ru,1599000.0,0,0,0,1
