bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,price,new,dublicate_ptc,no_ptc,original_ptc
внедорожник,чёрный,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,2930000.0,1,0,1,0
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2980000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7800000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7800000.0,1,0,1,0
седан,белый,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,4330000.0,1,0,1,0
внедорожник,чёрный,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,4366600.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,9797225.0,1,0,1,0
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,10835500.0,1,0,1,0
открытый,синий,4.3,625.0,бензин,0.0,2.0,2020.0,1.0,,1,1.0,14781200.0,1,0,1,0
купе,синий,1.4,140.0,бензин,0.0,2.0,2020.0,1.0,,2,1.0,2558500.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,8430000.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3231000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3231000.0,1,0,1,0
седан,синий,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2945400.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3015400.0,1,0,1,0
седан,синий,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3015400.0,1,0,1,0
седан,белый,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2945400.0,1,0,1,0
внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3785700.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3920000.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3920000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3920000.0,1,0,1,0
внедорожник,чёрный,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,3996600.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3920000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3920000.0,1,0,1,0
внедорожник,серый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7800000.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,4330000.0,1,0,1,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3600000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3730000.0,1,0,1,0
седан,синий,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3620000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7430000.0,1,0,1,0
седан,синий,1.5,140.0,бензин,1818.0,4.0,2020.0,1.0,1.0,2,1.0,2259000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,1100.0,4.0,2020.0,1.0,1.0,1,1.0,7670000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4465000.0,1,0,1,0
седан,синий,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3810000.0,1,0,1,0
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,8430000.0,1,0,1,0
седан,синий,3.0,320.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7433900.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3138100.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,4330000.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,6910000.0,1,0,1,0
внедорожник,золотой,2.0,192.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,3004200.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7800000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3370000.0,1,0,1,0
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2980000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3600000.0,1,0,1,0
внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3883100.0,1,0,1,0
седан,чёрный,1.5,140.0,бензин,0.0,4.0,2020.0,1.0,,2,1.0,2773900.0,1,0,1,0
седан,чёрный,3.0,400.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7172000.0,1,0,1,0
внедорожник,синий,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4020000.0,1,0,1,0
внедорожник,белый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,4070000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3730000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3620000.0,1,0,1,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3671640.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,2998506.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2981022.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,2841150.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3370000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3590000.0,1,0,1,0
седан,серый,3.0,400.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,11465600.0,1,0,1,0
лифтбек,бордовый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,5778800.0,1,0,1,0
внедорожник,белый,3.0,326.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,6042700.0,1,0,1,0
внедорожник,белый,2.0,231.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4590000.0,1,0,1,0
внедорожник,чёрный,4.4,530.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,9631300.0,1,0,1,0
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,5390000.0,1,0,1,0
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,6142500.0,1,0,1,0
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,6827100.0,1,0,1,0
внедорожник,синий,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3181600.0,1,0,1,0
внедорожник,синий,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3327000.0,1,0,1,0
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3181600.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,1.0,,2,1.0,2090000.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,1.0,,2,1.0,2090000.0,1,0,1,0
внедорожник,серый,1.5,140.0,бензин,0.0,5.0,2020.0,1.0,,2,1.0,2090000.0,1,0,1,0
внедорожник,белый,1.5,140.0,бензин,0.0,5.0,2020.0,1.0,,2,1.0,2090000.0,1,0,1,0
внедорожник,чёрный,1.5,140.0,бензин,0.0,5.0,2020.0,1.0,,2,1.0,2090000.0,1,0,1,0
купе,чёрный,1.9,249.0,бензин,0.0,2.0,2020.0,1.0,,0,1.0,4891900.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,серый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3041100.0,1,0,1,0
седан,белый,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,3397000.0,1,0,1,0
седан,чёрный,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2996700.0,1,0,1,0
седан,серый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3724400.0,1,0,1,0
седан,белый,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2996700.0,1,0,1,0
седан,чёрный,2.0,150.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2996700.0,1,0,1,0
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6610000.0,1,0,1,0
внедорожник,синий,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,8005500.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6105600.0,1,0,1,0
внедорожник,серый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3785700.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3440000.0,1,0,1,0
внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3785700.0,1,0,1,0
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3370000.0,1,0,1,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3440000.0,1,0,1,0
внедорожник,чёрный,2.0,190.0,дизель,1010.0,5.0,2020.0,1.0,1.0,1,1.0,3150001.0,1,0,1,0
седан,синий,1.5,140.0,бензин,1200.0,4.0,2020.0,1.0,1.0,2,1.0,2290001.0,1,0,1,0
внедорожник,чёрный,3.0,249.0,дизель,1108.0,5.0,2020.0,1.0,1.0,1,1.0,4059998.0,1,0,1,0
внедорожник,чёрный,2.0,190.0,дизель,1055.0,5.0,2020.0,1.0,1.0,1,1.0,3150001.0,1,0,1,0
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,11144756.0,1,0,1,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,5880000.0,1,0,1,0
внедорожник,белый,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,9074702.0,1,0,1,0
седан,белый,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,5681526.0,1,0,1,0
седан,чёрный,2.5,218.0,бензин,330000.0,4.0,2006.0,1.0,,0,1.0,450000.0,0,0,0,1
седан,синий,3.0,381.0,дизель,172000.0,4.0,2013.0,1.0,5.0,1,1.0,1690000.0,0,0,0,1
седан,зелёный,4.4,286.0,бензин,80000.0,4.0,2001.0,1.0,10.0,0,1.0,1130000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,66450.0,5.0,2017.0,1.0,1.0,1,1.0,2999000.0,0,0,0,1
внедорожник,серый,3.0,249.0,дизель,67863.0,5.0,2015.0,1.0,1.0,1,1.0,2665000.0,0,0,0,1
седан,коричневый,2.0,184.0,бензин,88061.0,4.0,2016.0,1.0,1.0,0,1.0,1446000.0,0,0,0,1
внедорожник,чёрный,3.0,218.0,дизель,143530.0,5.0,2016.0,1.0,2.0,1,1.0,2496000.0,0,0,0,1
лифтбек,чёрный,2.0,190.0,дизель,3109.0,5.0,2019.0,1.0,1.0,1,1.0,3250000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,39142.0,5.0,2015.0,1.0,1.0,1,1.0,2479000.0,0,0,0,1
внедорожник,чёрный,3.0,306.0,бензин,147000.0,5.0,2013.0,1.0,1.0,1,1.0,1390000.0,0,0,0,1
седан,коричневый,2.0,245.0,бензин,26000.0,4.0,2014.0,1.0,1.0,0,1.0,2080000.0,0,0,0,1
лифтбек,чёрный,3.0,249.0,дизель,23272.0,5.0,2017.0,1.0,1.0,1,1.0,3198000.0,0,0,0,1
внедорожник,коричневый,2.0,184.0,дизель,192822.0,5.0,2013.0,1.0,1.0,1,1.0,1148000.0,0,0,0,1
внедорожник,серебристый,3.0,231.0,бензин,356000.0,5.0,2003.0,1.0,1.0,1,1.0,400000.0,0,0,0,1
седан,чёрный,2.0,156.0,бензин,142814.0,4.0,2008.0,1.0,4.0,0,1.0,491000.0,0,0,0,1
внедорожник,чёрный,4.4,408.0,бензин,170000.0,5.0,2011.0,1.0,6.0,1,1.0,999000.0,0,0,0,1
внедорожник,чёрный,3.0,381.0,дизель,122000.0,5.0,2013.0,1.0,2.0,1,1.0,1850000.0,0,0,0,1
внедорожник,чёрный,3.0,313.0,дизель,65203.0,5.0,2017.0,1.0,1.0,1,1.0,2939000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,7109900.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,7109900.0,0,0,0,1
внедорожник,чёрный,2.0,150.0,дизель,8864.0,5.0,2017.0,1.0,1.0,1,1.0,1829000.0,0,0,0,1
седан,чёрный,6.6,585.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,14756300.0,0,0,0,1
седан,серебристый,1.8,116.0,бензин,145555.0,4.0,1997.0,0.0,8.0,0,1.0,130000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,70000.0,5.0,2017.0,1.0,1.0,1,1.0,3700000.0,0,0,0,1
внедорожник,серый,3.0,313.0,дизель,199123.0,5.0,2015.0,1.0,3.0,1,1.0,2297000.0,0,0,0,1
внедорожник,чёрный,3.0,218.0,дизель,43286.0,5.0,2018.0,1.0,1.0,1,1.0,3197000.0,0,0,0,1
внедорожник,чёрный,3.0,225.0,бензин,280000.0,5.0,2005.0,1.0,3.0,1,1.0,600000.0,0,0,0,1
хетчбек,белый,2.0,136.0,бензин,0.0,5.0,2011.0,1.0,3.0,0,1.0,450000.0,0,0,0,1
внедорожник,коричневый,3.0,249.0,дизель,70000.0,5.0,2012.0,1.0,3.0,1,1.0,1830000.0,0,0,0,1
седан,синий,2.0,184.0,бензин,25000.0,4.0,2017.0,1.0,2.0,1,1.0,1590000.0,0,0,0,1
внедорожник,белый,2.0,184.0,бензин,23000.0,5.0,2017.0,1.0,2.0,1,1.0,1900000.0,0,0,0,1
седан,чёрный,3.0,306.0,дизель,146000.0,4.0,2012.0,1.0,,1,1.0,1300000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,7109900.0,0,0,0,1
седан,чёрный,6.6,585.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,14756300.0,0,0,0,1
купе,коричневый,3.0,320.0,бензин,32000.0,2.0,2012.0,1.0,,0,1.0,3100000.0,0,0,0,1
внедорожник,чёрный,3.0,231.0,бензин,0.0,5.0,2002.0,1.0,6.0,1,1.0,599000.0,0,0,0,1
внедорожник,белый,2.9,313.0,дизель,1367.0,5.0,2019.0,1.0,1.0,1,1.0,4990887.0,0,0,0,1
купе,белый,1.9,190.0,дизель,1555.0,2.0,2019.0,1.0,1.0,1,1.0,2489998.0,0,0,0,1
седан,синий,2.9,320.0,дизель,20819.0,4.0,2018.0,1.0,1.0,1,1.0,5099998.0,0,0,0,1
внедорожник,белый,4.3,575.0,бензин,6384.0,5.0,2018.0,1.0,1.0,1,1.0,5980001.0,0,0,0,1
седан,белый,2.0,184.0,бензин,62880.0,4.0,2015.0,1.0,2.0,0,1.0,1372000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,108047.0,4.0,2013.0,1.0,1.0,0,1.0,1050000.0,0,0,0,1
внедорожник,чёрный,2.0,190.0,дизель,120000.0,5.0,2014.0,1.0,2.0,1,1.0,1535000.0,0,0,0,1
внедорожник,серый,2.5,218.0,бензин,121254.0,5.0,2006.0,1.0,2.0,1,1.0,645000.0,0,0,0,1
внедорожник,чёрный,3.0,306.0,бензин,123005.0,5.0,2014.0,1.0,1.0,1,1.0,2257000.0,0,0,0,1
внедорожник,белый,2.0,184.0,бензин,133887.0,5.0,2013.0,1.0,1.0,1,1.0,970000.0,0,0,0,1
седан,серый,3.0,306.0,дизель,218000.0,4.0,2011.0,1.0,2.0,1,1.0,831000.0,0,0,0,1
седан,чёрный,4.3,408.0,бензин,147621.0,4.0,2011.0,1.0,4.0,1,1.0,1125000.0,0,0,0,1
седан,чёрный,2.4,205.0,бензин,237025.0,4.0,2010.0,1.0,1.0,0,1.0,749900.0,0,0,0,1
внедорожник,коричневый,2.0,184.0,дизель,144084.0,5.0,2013.0,1.0,3.0,1,1.0,800000.0,0,0,0,1
седан,чёрный,4.3,408.0,бензин,245842.0,4.0,2010.0,1.0,3.0,1,1.0,830000.0,0,0,0,1
внедорожник,серый,3.0,306.0,бензин,64375.0,5.0,2013.0,1.0,2.0,1,1.0,695000.0,0,0,0,1
купе,синий,1.9,184.0,бензин,77200.0,2.0,2016.0,1.0,2.0,0,1.0,1649000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,34986.0,5.0,2019.0,1.0,1.0,1,1.0,1459000.0,0,0,0,1
внедорожник,белый,2.0,192.0,бензин,43500.0,5.0,2018.0,1.0,2.0,1,1.0,3333000.0,0,0,0,1
купе,синий,1.9,190.0,дизель,5400.0,2.0,2019.0,1.0,1.0,1,1.0,1859000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,75230.0,5.0,2015.0,1.0,3.0,1,1.0,2690000.0,0,0,0,1
седан,синий,3.0,272.0,бензин,180000.0,4.0,2008.0,1.0,5.0,1,1.0,3050000.0,0,0,0,1
внедорожник,чёрный,3.0,272.0,бензин,110000.0,5.0,2009.0,1.0,3.0,1,1.0,580000.0,0,0,0,1
внедорожник,белый,3.0,306.0,бензин,78200.0,5.0,2014.0,1.0,2.0,1,1.0,865000.0,0,0,0,1
седан,белый,1.8,90.0,бензин,0.0,4.0,1985.0,0.0,3.0,0,1.0,2197000.0,0,0,0,1
внедорожник,белый,2.0,190.0,дизель,97000.0,5.0,2016.0,1.0,2.0,1,1.0,200000.0,0,0,0,1
внедорожник,серебристый,3.0,225.0,бензин,190000.0,5.0,2005.0,1.0,10.0,1,1.0,1970000.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,550000.0,0,0,0,1
седан,серый,3.0,320.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,6750000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,10127600.0,0,0,0,1
седан,серый,3.0,340.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,6880000.0,0,0,0,1
внедорожник,чёрный,1.9,150.0,бензин,84470.0,5.0,2014.0,1.0,1.0,0,1.0,9809800.0,0,0,0,1
седан,серый,3.0,265.0,дизель,28000.0,4.0,2017.0,1.0,1.0,1,1.0,1790000.0,0,0,0,1
внедорожник,серый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,935000.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,3400000.0,0,0,0,1
внедорожник,серый,3.0,249.0,дизель,96050.0,5.0,2015.0,1.0,2.0,1,1.0,7180000.0,0,0,0,1
внедорожник,серый,3.0,249.0,дизель,45549.0,5.0,2018.0,1.0,1.0,1,1.0,7180000.0,0,0,0,1
седан,чёрный,2.0,245.0,бензин,194944.0,4.0,2013.0,1.0,1.0,1,1.0,2680000.0,0,0,0,1
седан,синий,2.0,190.0,дизель,34451.0,4.0,2018.0,1.0,1.0,1,1.0,3350000.0,0,0,0,1
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,1145000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,2100000.0,0,0,0,1
седан,коричневый,3.0,400.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,6835900.0,0,0,0,1
седан,чёрный,3.0,400.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,7479300.0,0,0,0,1
седан,чёрный,3.0,340.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,11513800.0,0,0,0,1
седан,чёрный,3.0,340.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,12384100.0,0,0,0,1
седан,серый,2.0,129.0,бензин,350000.0,4.0,1988.0,0.0,5.0,0,1.0,10682500.0,0,0,0,1
внедорожник,коричневый,3.0,218.0,дизель,80000.0,5.0,2014.0,1.0,2.0,1,1.0,11821000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,85000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,2000000.0,0,0,0,1
внедорожник,белый,3.0,313.0,дизель,34921.0,5.0,2017.0,1.0,1.0,1,1.0,6573600.0,0,0,0,1
лифтбек,коричневый,3.0,306.0,бензин,51000.0,5.0,2013.0,1.0,1.0,1,1.0,6573600.0,0,0,0,1
внедорожник,чёрный,2.0,184.0,бензин,150688.0,5.0,2014.0,1.0,1.0,1,1.0,3697000.0,0,0,0,1
седан,коричневый,2.0,184.0,дизель,119000.0,4.0,2013.0,0.0,1.0,1,1.0,1075000.0,0,0,0,1
внедорожник,белый,3.0,258.0,бензин,100000.0,5.0,2011.0,1.0,1.0,1,1.0,1305000.0,0,0,0,1
внедорожник,серый,3.0,245.0,дизель,189000.0,5.0,2009.0,1.0,2.0,1,1.0,1080000.0,0,0,0,1
купе,серебристый,2.5,192.0,бензин,256000.0,2.0,2003.0,1.0,8.0,0,1.0,1150000.0,0,0,0,1
седан,чёрный,1.8,113.0,бензин,0.0,4.0,1990.0,0.0,7.0,0,1.0,1199000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,500000.0,0,0,0,1
седан,белый,2.0,184.0,бензин,0.0,4.0,2019.0,1.0,,0,1.0,130000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,7800000.0,0,0,0,1
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,3063100.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,3730504.0,0,0,0,1
седан,коричневый,3.0,400.0,дизель,0.0,4.0,2019.0,1.0,,1,1.0,6835900.0,0,0,0,1
седан,чёрный,3.0,340.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,7479300.0,0,0,0,1
седан,чёрный,3.0,340.0,бензин,0.0,4.0,2019.0,1.0,,1,1.0,11513800.0,0,0,0,1
седан,серый,3.0,231.0,бензин,320000.0,4.0,2003.0,1.0,11.0,0,1.0,11821000.0,0,0,0,1
седан,белый,1.8,113.0,бензин,300000.0,4.0,1993.0,0.0,7.0,0,1.0,10682500.0,0,0,0,1
внедорожник,серебристый,3.0,231.0,бензин,338000.0,5.0,2003.0,1.0,4.0,1,1.0,560000.0,0,0,0,1
внедорожник,серебристый,2.0,245.0,бензин,91150.0,5.0,2017.0,1.0,2.0,1,1.0,215000.0,0,0,0,1
седан,синий,2.5,192.0,бензин,425000.0,4.0,2000.0,1.0,9.0,1,1.0,520000.0,0,0,0,1
внедорожник,синий,2.0,184.0,бензин,98273.0,5.0,2013.0,1.0,1.0,1,1.0,1975000.0,0,0,0,1
седан,синий,4.4,530.0,бензин,7594.0,4.0,2019.0,1.0,1.0,1,1.0,350000.0,0,0,0,1
хетчбек,чёрный,2.0,136.0,бензин,163880.0,5.0,2007.0,1.0,5.0,0,1.0,1194000.0,0,0,0,1
седан,белый,2.0,184.0,бензин,115139.0,4.0,2015.0,1.0,1.0,0,1.0,7700000.0,0,0,0,1
седан,синий,4.4,450.0,бензин,66303.0,4.0,2016.0,1.0,3.0,1,1.0,429000.0,0,0,0,1
седан,серый,2.0,245.0,бензин,137521.0,4.0,2013.0,1.0,1.0,1,1.0,1452000.0,0,0,0,1
внедорожник,синий,3.0,245.0,дизель,141021.0,5.0,2013.0,1.0,2.0,1,1.0,3250000.0,0,0,0,1
внедорожник,чёрный,3.0,245.0,дизель,94822.0,5.0,2013.0,1.0,2.0,1,1.0,1150000.0,0,0,0,1
внедорожник,белый,2.0,245.0,бензин,59000.0,5.0,2014.0,1.0,1.0,1,1.0,1799000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,660.0,4.0,2019.0,1.0,,1,1.0,1860000.0,0,0,0,1
седан,синий,2.0,190.0,дизель,38600.0,4.0,2019.0,1.0,1.0,0,1.0,1567000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,54125.0,5.0,2018.0,1.0,1.0,1,1.0,5600000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,13000.0,5.0,2019.0,1.0,1.0,1,1.0,2439000.0,0,0,0,1
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2019.0,1.0,,1,1.0,3757000.0,0,0,0,1
седан,чёрный,4.4,625.0,бензин,22851.0,4.0,2019.0,1.0,1.0,1,1.0,4130000.0,0,0,0,1
внедорожник,белый,3.0,306.0,бензин,127404.0,5.0,2015.0,1.0,2.0,1,1.0,7309990.0,0,0,0,1
седан,белый,2.9,249.0,дизель,2103.0,4.0,2019.0,1.0,1.0,1,1.0,6540000.0,0,0,0,1
внедорожник,чёрный,4.4,575.0,бензин,52961.0,5.0,2017.0,1.0,2.0,1,1.0,1850000.0,0,0,0,1
купе,серебристый,3.0,450.0,бензин,19823.0,2.0,2017.0,1.0,2.0,0,1.0,3997527.0,0,0,0,1
внедорожник,синий,3.0,249.0,дизель,43276.0,5.0,2017.0,1.0,1.0,1,1.0,3990000.0,0,0,0,1
хетчбек,белый,1.5,136.0,бензин,14364.0,5.0,2017.0,1.0,2.0,0,1.0,3799000.0,0,0,0,1
седан,синий,6.6,610.0,бензин,44315.0,4.0,2018.0,1.0,1.0,1,1.0,2720000.0,0,0,0,1
седан,чёрный,2.0,150.0,бензин,299000.0,4.0,1998.0,0.0,6.0,0,1.0,1130000.0,0,0,0,1
