bodyType,color,engineDisplacement,enginePower,fuelType,mileage,numberOfDoors,productionDate,transmission,ownersNumber,drive,state,price,new,dublicate_ptc,no_ptc,original_ptc
лифтбек,синий,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,5310007.0,1,0,0,1
внедорожник,чёрный,3.0,272.0,бензин,180000.0,5.0,2009.0,1.0,3.0,1,1.0,1000000.0,0,0,0,1
седан,белый,3.0,258.0,дизель,66606.0,4.0,2014.0,1.0,3.0,1,1.0,2250000.0,0,0,0,1
седан,белый,2.0,184.0,дизель,86000.0,4.0,2013.0,1.0,2.0,1,1.0,1350000.0,0,0,0,1
внедорожник,коричневый,3.0,231.0,бензин,306000.0,5.0,2002.0,1.0,3.0,1,1.0,450000.0,0,1,0,0
внедорожник,белый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,5880000.0,1,0,0,1
седан,синий,2.0,190.0,дизель,26000.0,4.0,2019.0,1.0,1.0,0,1.0,2567000.0,0,0,0,1
купе,белый,2.0,184.0,дизель,62000.0,2.0,2014.0,0.0,2.0,0,1.0,1450000.0,0,0,0,1
внедорожник,коричневый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4089675.0,1,0,0,1
седан,белый,2.0,245.0,бензин,63100.0,4.0,2012.0,1.0,1.0,0,1.0,1499999.0,0,0,0,1
внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3880000.0,1,0,0,1
седан,коричневый,2.0,136.0,дизель,350000.0,4.0,1999.0,0.0,3.0,0,1.0,235000.0,0,1,0,0
седан,белый,2.0,184.0,бензин,122000.0,4.0,2016.0,1.0,2.0,0,1.0,1350000.0,0,0,0,1
внедорожник,чёрный,2.0,245.0,бензин,88000.0,5.0,2012.0,1.0,2.0,1,1.0,1100000.0,0,0,0,1
седан,чёрный,2.0,245.0,бензин,68000.0,4.0,2015.0,1.0,2.0,1,1.0,1890000.0,0,0,0,1
внедорожник,красный,2.0,190.0,дизель,36000.0,5.0,2018.0,1.0,1.0,1,1.0,2600000.0,0,0,0,1
седан,синий,2.2,170.0,бензин,170000.0,4.0,2001.0,1.0,3.0,0,1.0,400000.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6260000.0,1,0,0,1
купе,синий,1.6,102.0,бензин,333333.0,2.0,1993.0,0.0,3.0,0,1.0,200000.0,0,0,0,1
внедорожник,чёрный,2.0,150.0,бензин,100000.0,5.0,2012.0,1.0,1.0,0,1.0,770000.0,0,0,0,1
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,8889900.0,1,0,0,1
внедорожник,зелёный,3.0,231.0,бензин,300000.0,5.0,2002.0,1.0,3.0,1,1.0,400000.0,0,0,0,1
седан,голубой,2.5,177.0,дизель,298000.0,4.0,2004.0,1.0,3.0,0,1.0,545000.0,0,0,0,1
внедорожник,чёрный,3.0,306.0,бензин,120000.0,5.0,2014.0,1.0,2.0,1,1.0,1950000.0,0,0,0,1
седан,чёрный,2.0,184.0,дизель,268000.0,4.0,2012.0,1.0,1.0,0,1.0,935000.0,0,0,0,1
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,2949800.0,1,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,6811200.0,1,0,0,1
внедорожник,синий,4.4,555.0,бензин,149500.0,5.0,2009.0,1.0,1.0,1,1.0,1165000.0,0,0,0,1
седан,белый,2.0,184.0,бензин,135000.0,4.0,2013.0,1.0,3.0,0,1.0,1280000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,156000.0,4.0,2013.0,1.0,2.0,0,1.0,1125000.0,0,0,0,1
седан,чёрный,2.5,218.0,бензин,271000.0,4.0,2008.0,1.0,3.0,0,1.0,630000.0,0,0,0,1
внедорожник,чёрный,4.4,555.0,бензин,194000.0,5.0,2012.0,1.0,3.0,1,1.0,1670000.0,0,0,0,1
внедорожник,чёрный,3.0,272.0,бензин,168000.0,5.0,2010.0,1.0,3.0,1,1.0,1050000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7048800.0,1,0,0,1
внедорожник,серый,3.0,272.0,бензин,203000.0,5.0,2007.0,1.0,3.0,1,1.0,710000.0,0,0,0,1
внедорожник,синий,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3510000.0,1,0,0,1
открытый,красный,4.4,333.0,бензин,130000.0,2.0,2004.0,1.0,3.0,0,1.0,800000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,183000.0,5.0,2014.0,1.0,2.0,1,1.0,1990000.0,0,0,0,1
внедорожник,белый,2.0,190.0,дизель,85000.0,5.0,2014.0,1.0,1.0,1,1.0,1549000.0,0,0,0,1
седан,синий,2.0,249.0,бензин,24000.0,4.0,2018.0,1.0,1.0,1,1.0,2150000.0,0,0,0,1
седан,чёрный,2.0,129.0,бензин,197000.0,4.0,1987.0,0.0,3.0,0,1.0,160000.0,0,1,0,0
внедорожник,коричневый,1.5,140.0,бензин,0.0,5.0,2020.0,2.0,,2,1.0,2090000.0,1,0,0,1
внедорожник,чёрный,3.0,400.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,8429200.0,1,0,0,1
внедорожник,чёрный,2.0,184.0,дизель,63500.0,5.0,2013.0,1.0,2.0,1,1.0,1140000.0,0,0,0,1
внедорожник,синий,4.4,286.0,бензин,40000.0,5.0,2001.0,1.0,3.0,1,1.0,420000.0,0,0,0,1
седан,чёрный,2.0,156.0,бензин,160000.0,4.0,2008.0,1.0,3.0,0,1.0,480000.0,0,0,0,1
седан,синий,2.2,170.0,бензин,200000.0,4.0,2003.0,1.0,3.0,0,1.0,450000.0,0,1,0,0
седан,синий,2.0,136.0,бензин,146000.0,4.0,2011.0,1.0,2.0,0,1.0,649000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2834460.0,1,0,0,1
внедорожник,белый,2.0,245.0,бензин,45000.0,5.0,2014.0,1.0,2.0,1,1.0,1790000.0,0,0,0,1
внедорожник,чёрный,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3510000.0,1,0,0,1
внедорожник,серый,3.0,218.0,дизель,225000.0,5.0,2007.0,1.0,3.0,1,1.0,765000.0,0,0,0,1
внедорожник,белый,3.0,306.0,бензин,96300.0,5.0,2012.0,1.0,3.0,1,1.0,1360000.0,0,0,0,1
седан,синий,3.0,258.0,дизель,100000.0,4.0,2013.0,1.0,3.0,1,1.0,1300000.0,0,0,0,1
хетчбек,коричневый,2.0,129.0,бензин,156000.0,5.0,2006.0,1.0,3.0,0,1.0,395000.0,0,0,0,1
внедорожник,оранжевый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2350000.0,1,0,1,0
седан,белый,2.0,184.0,бензин,110000.0,4.0,2015.0,1.0,2.0,0,1.0,1520000.0,0,0,0,1
внедорожник,синий,3.0,264.0,бензин,222000.0,5.0,2008.0,1.0,2.0,1,1.0,830000.0,0,0,0,1
внедорожник,чёрный,2.5,218.0,бензин,177000.0,5.0,2010.0,1.0,3.0,1,1.0,695000.0,0,1,0,0
седан,белый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3299304.0,1,0,0,1
хетчбек,синий,1.5,136.0,бензин,12000.0,5.0,2019.0,1.0,2.0,0,1.0,1790000.0,0,0,0,1
купе,серый,2.5,170.0,бензин,270000.0,2.0,2000.0,1.0,3.0,0,1.0,420000.0,0,0,0,1
седан,чёрный,2.0,156.0,бензин,160000.0,4.0,2011.0,1.0,3.0,0,1.0,625000.0,0,0,0,1
внедорожник,коричневый,2.0,150.0,бензин,89700.0,5.0,2014.0,1.0,3.0,0,1.0,850000.0,0,0,0,1
седан,синий,3.0,272.0,бензин,260000.0,4.0,2008.0,1.0,3.0,0,1.0,750000.0,0,0,0,1
внедорожник,белый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,4240000.0,1,0,0,1
внедорожник,чёрный,4.4,575.0,бензин,3000.0,5.0,2017.0,1.0,1.0,1,1.0,5500000.0,0,0,0,1
внедорожник,коричневый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,7075600.0,1,0,0,1
хетчбек,чёрный,2.0,150.0,бензин,210000.0,5.0,2006.0,1.0,3.0,0,1.0,435000.0,0,0,0,1
седан,оранжевый,3.0,431.0,бензин,45000.0,4.0,2015.0,2.0,3.0,0,1.0,3700000.0,0,0,0,1
седан,чёрный,2.0,150.0,бензин,350000.0,4.0,1999.0,1.0,3.0,0,1.0,320000.0,0,0,0,1
открытый,коричневый,2.0,150.0,бензин,175000.0,2.0,1999.0,1.0,3.0,0,1.0,950000.0,0,1,0,0
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3810000.0,1,0,0,1
седан,белый,2.0,184.0,бензин,93000.0,4.0,2014.0,1.0,3.0,1,1.0,1420000.0,0,0,0,1
седан,голубой,4.4,560.0,бензин,113000.0,4.0,2012.0,2.0,3.0,0,1.0,2200000.0,0,0,0,1
седан,чёрный,2.0,156.0,бензин,118443.0,4.0,2008.0,1.0,3.0,0,1.0,570000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7048800.0,1,0,0,1
внедорожник,белый,3.0,306.0,бензин,200150.0,5.0,2010.0,1.0,3.0,1,1.0,1150000.0,0,0,0,1
внедорожник,серый,4.4,286.0,бензин,286000.0,5.0,2002.0,1.0,3.0,1,1.0,450000.0,0,0,0,1
внедорожник,синий,3.0,306.0,бензин,125000.0,5.0,2008.0,1.0,3.0,1,1.0,1100000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7048800.0,1,0,0,1
седан,синий,3.0,258.0,дизель,180000.0,4.0,2011.0,1.0,1.0,1,1.0,1160000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,2949800.0,1,0,0,1
седан,чёрный,3.0,235.0,дизель,260000.0,4.0,2008.0,1.0,3.0,1,1.0,850000.0,0,0,0,1
внедорожник,коричневый,3.0,235.0,дизель,197000.0,5.0,2010.0,1.0,2.0,1,1.0,1250000.0,0,0,0,1
внедорожник,чёрный,3.0,381.0,дизель,138000.0,5.0,2013.0,1.0,3.0,1,1.0,1800000.0,0,0,0,1
внедорожник,красный,2.0,177.0,дизель,180000.0,5.0,2009.0,1.0,3.0,1,1.0,680000.0,0,0,0,1
седан,чёрный,2.5,218.0,бензин,164780.0,4.0,2007.0,1.0,3.0,0,1.0,520000.0,0,0,0,1
хетчбек,синий,2.0,177.0,дизель,173000.0,5.0,2008.0,1.0,2.0,0,1.0,650000.0,0,0,0,1
внедорожник,синий,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,3506200.0,1,0,0,1
хетчбек,красный,1.6,115.0,бензин,91000.0,5.0,2008.0,1.0,3.0,0,1.0,430000.0,0,1,0,0
седан,зелёный,2.5,170.0,бензин,501000.0,4.0,1996.0,0.0,3.0,0,1.0,375000.0,0,1,0,0
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,6604800.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,42000.0,5.0,2018.0,1.0,1.0,1,1.0,3700000.0,0,0,0,1
внедорожник,голубой,4.4,575.0,бензин,46270.0,5.0,2017.0,1.0,2.0,1,1.0,4150000.0,0,0,0,1
внедорожник,чёрный,3.0,231.0,бензин,330000.0,5.0,2004.0,1.0,3.0,1,1.0,625000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,6250000.0,0,0,0,1
внедорожник,белый,2.0,184.0,бензин,120000.0,5.0,2012.0,1.0,3.0,1,1.0,900000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4151500.0,1,0,0,1
седан,чёрный,2.0,245.0,бензин,76100.0,4.0,2012.0,1.0,3.0,0,1.0,1300000.0,0,0,0,1
седан,зелёный,2.0,150.0,бензин,463000.0,4.0,1997.0,0.0,3.0,0,1.0,205000.0,0,0,0,1
внедорожник,чёрный,3.0,306.0,дизель,76000.0,5.0,2013.0,1.0,2.0,1,1.0,2300000.0,0,0,0,1
седан,зелёный,2.0,143.0,бензин,280000.0,4.0,2003.0,1.0,3.0,0,1.0,250000.0,0,1,0,0
внедорожник,серый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2860000.0,1,0,0,1
лифтбек,чёрный,2.0,184.0,бензин,100000.0,5.0,2013.0,1.0,3.0,0,1.0,1310000.0,0,0,0,1
внедорожник,чёрный,4.4,575.0,бензин,36000.0,5.0,2015.0,1.0,1.0,1,1.0,3990000.0,0,0,0,1
хетчбек,белый,1.6,136.0,бензин,95000.0,5.0,2013.0,1.0,3.0,0,1.0,700000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,6250000.0,0,0,0,1
седан,чёрный,1.9,105.0,бензин,300000.0,4.0,2001.0,0.0,3.0,0,1.0,165000.0,0,0,0,1
внедорожник,чёрный,4.4,286.0,бензин,350000.0,5.0,2000.0,1.0,3.0,1,1.0,320000.0,0,1,0,0
седан,чёрный,2.0,184.0,бензин,147500.0,4.0,2014.0,1.0,2.0,0,1.0,970000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,4151500.0,1,0,0,1
седан,белый,3.0,258.0,дизель,117000.0,4.0,2012.0,1.0,3.0,1,1.0,1400000.0,0,1,0,0
внедорожник,чёрный,3.0,306.0,бензин,224000.0,5.0,2010.0,1.0,2.0,1,1.0,850000.0,0,0,0,1
седан,чёрный,2.0,245.0,бензин,95171.0,4.0,2012.0,1.0,3.0,1,1.0,1200000.0,0,0,0,1
седан,красный,1.8,113.0,бензин,253000.0,4.0,1993.0,1.0,3.0,0,1.0,150000.0,0,0,0,1
внедорожник,серый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2860000.0,1,0,0,1
купе,синий,2.0,184.0,дизель,150000.0,2.0,2013.0,1.0,3.0,0,1.0,1400000.0,0,0,0,1
лифтбек,белый,3.0,249.0,дизель,39000.0,5.0,2018.0,1.0,1.0,1,1.0,3200000.0,0,0,0,1
хетчбек,зелёный,1.6,102.0,бензин,281000.0,5.0,1998.0,0.0,3.0,0,1.0,80000.0,0,1,0,0
седан,белый,2.0,245.0,бензин,130000.0,4.0,2013.0,1.0,3.0,1,1.0,1195000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,6250000.0,0,0,0,1
седан,синий,2.5,218.0,бензин,171000.0,4.0,2008.0,1.0,3.0,0,1.0,590000.0,0,0,0,1
внедорожник,белый,2.0,190.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,3880000.0,1,0,0,1
внедорожник,белый,2.0,150.0,бензин,95000.0,5.0,2012.0,1.0,3.0,0,1.0,730000.0,0,0,0,1
седан,серый,2.0,184.0,бензин,85000.0,4.0,2015.0,1.0,3.0,1,1.0,1450000.0,0,0,0,1
седан,синий,2.8,193.0,бензин,415000.0,4.0,1999.0,1.0,3.0,0,1.0,260000.0,0,0,0,1
лифтбек,белый,3.0,313.0,дизель,160000.0,5.0,2013.0,1.0,3.0,0,1.0,1550000.0,0,0,0,1
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2447500.0,1,0,0,1
внедорожник,синий,3.0,231.0,бензин,453950.0,5.0,2002.0,1.0,3.0,1,1.0,510000.0,0,1,0,0
внедорожник,синий,4.4,450.0,бензин,93000.0,5.0,2013.0,1.0,2.0,1,1.0,2190000.0,0,0,0,1
купе,серый,2.0,150.0,бензин,100000.0,2.0,2000.0,1.0,3.0,0,1.0,580000.0,0,0,0,1
седан,белый,2.0,184.0,бензин,115000.0,4.0,2016.0,1.0,1.0,0,1.0,1600000.0,0,0,0,1
купе,белый,3.0,320.0,дизель,0.0,2.0,2020.0,1.0,,1,1.0,7593391.0,1,0,0,1
внедорожник,коричневый,3.0,245.0,дизель,96000.0,5.0,2012.0,1.0,2.0,1,1.0,1650000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3113200.0,1,0,0,1
купе,чёрный,2.5,192.0,бензин,273000.0,2.0,2003.0,1.0,3.0,0,1.0,350000.0,0,1,0,0
внедорожник,чёрный,3.0,235.0,дизель,310000.0,5.0,2008.0,1.0,1.0,1,1.0,1600000.0,0,0,0,1
внедорожник,синий,3.0,245.0,дизель,105000.0,5.0,2013.0,1.0,1.0,1,1.0,1850000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3430000.0,1,0,0,1
седан,чёрный,2.8,193.0,бензин,285000.0,4.0,1999.0,1.0,3.0,0,1.0,375000.0,0,1,0,0
седан,серый,2.5,218.0,бензин,187000.0,4.0,2007.0,1.0,3.0,1,1.0,680000.0,0,0,0,1
седан,чёрный,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7920000.0,1,0,0,1
внедорожник,голубой,3.0,231.0,бензин,88000.0,5.0,2006.0,1.0,3.0,1,1.0,790000.0,0,0,0,1
седан,чёрный,2.0,249.0,бензин,80000.0,4.0,2017.0,1.0,2.0,1,1.0,2360000.0,0,0,0,1
компактвэн,белый,1.5,140.0,бензин,11000.0,5.0,2019.0,2.0,1.0,2,1.0,1650000.0,0,0,0,1
внедорожник,белый,3.0,249.0,дизель,18000.0,5.0,2016.0,1.0,3.0,1,1.0,3150000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,19550.0,5.0,2018.0,1.0,1.0,1,1.0,3720000.0,0,0,0,1
седан,коричневый,2.0,184.0,бензин,51000.0,4.0,2017.0,1.0,1.0,1,1.0,1680000.0,0,0,0,1
внедорожник,оранжевый,1.5,140.0,бензин,0.0,5.0,2020.0,2.0,,2,1.0,2090000.0,1,0,0,1
седан,чёрный,2.0,156.0,бензин,115000.0,4.0,2010.0,1.0,2.0,0,1.0,650000.0,0,1,0,0
хетчбек,красный,1.6,115.0,бензин,157000.0,5.0,2010.0,1.0,1.0,0,1.0,500000.0,0,0,0,1
внедорожник,белый,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2860000.0,1,0,0,1
хетчбек,белый,1.6,136.0,бензин,99000.0,5.0,2013.0,1.0,2.0,0,1.0,820000.0,0,0,0,1
седан,коричневый,3.0,249.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,7048800.0,1,0,0,1
хетчбек,белый,1.6,115.0,бензин,127000.0,5.0,2010.0,1.0,3.0,0,1.0,520000.0,0,0,0,1
внедорожник,чёрный,4.4,407.0,бензин,142000.0,5.0,2010.0,1.0,3.0,1,1.0,958500.0,0,1,0,0
седан,чёрный,3.0,320.0,дизель,39000.0,4.0,2017.0,1.0,2.0,1,1.0,4200000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3730000.0,1,0,0,1
седан,чёрный,3.0,245.0,дизель,172000.0,4.0,2010.0,1.0,3.0,0,1.0,1870000.0,0,0,0,1
седан,чёрный,3.0,258.0,бензин,134000.0,4.0,2011.0,1.0,3.0,0,1.0,1250000.0,0,0,0,1
седан,синий,2.0,184.0,бензин,150000.0,4.0,2012.0,1.0,3.0,0,1.0,1090000.0,0,0,0,1
хетчбек,белый,1.6,115.0,бензин,140000.0,5.0,2010.0,1.0,3.0,0,1.0,450000.0,0,0,0,1
седан,голубой,3.0,306.0,бензин,190000.0,4.0,2013.0,1.0,3.0,1,1.0,1500000.0,0,1,0,0
внедорожник,чёрный,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2447500.0,1,0,0,1
седан,оранжевый,2.5,170.0,бензин,323876.0,4.0,1997.0,1.0,3.0,0,1.0,280000.0,0,0,0,1
внедорожник,синий,2.0,245.0,бензин,138238.0,5.0,2016.0,1.0,1.0,1,1.0,2050000.0,0,0,0,1
внедорожник,белый,2.0,245.0,бензин,77000.0,5.0,2014.0,1.0,2.0,1,1.0,1470000.0,0,0,0,1
седан,коричневый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,3730000.0,1,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,133000.0,5.0,2016.0,1.0,1.0,1,1.0,2586000.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6345000.0,1,0,0,1
внедорожник,белый,2.0,150.0,бензин,140000.0,5.0,2012.0,1.0,3.0,0,1.0,699000.0,0,1,0,0
седан,синий,3.0,234.0,бензин,160000.0,4.0,2009.0,1.0,3.0,1,1.0,800000.0,0,0,0,1
хетчбек,чёрный,1.6,115.0,бензин,92000.0,5.0,2011.0,1.0,3.0,0,1.0,550000.0,0,0,0,1
внедорожник,чёрный,3.0,306.0,бензин,78400.0,5.0,2010.0,1.0,2.0,1,1.0,1450000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,0.0,4.0,2020.0,1.0,,0,1.0,3250000.0,1,0,0,1
внедорожник,чёрный,4.4,555.0,бензин,232000.0,5.0,2011.0,1.0,2.0,1,1.0,1350000.0,0,0,0,1
внедорожник,чёрный,3.0,245.0,дизель,139000.0,5.0,2012.0,1.0,2.0,1,1.0,1750000.0,0,0,0,1
внедорожник,коричневый,3.0,264.0,бензин,150000.0,5.0,2007.0,1.0,3.0,1,1.0,760000.0,0,1,0,0
седан,белый,1.5,140.0,бензин,0.0,4.0,2020.0,2.0,,2,1.0,2609600.0,1,0,0,1
внедорожник,белый,3.0,381.0,дизель,104000.0,5.0,2013.0,1.0,1.0,1,1.0,2050000.0,0,0,0,1
купе,белый,2.5,218.0,бензин,136000.0,2.0,2010.0,1.0,3.0,0,1.0,840000.0,0,1,0,0
внедорожник,синий,4.4,407.0,бензин,52000.0,5.0,2010.0,1.0,3.0,1,1.0,1100000.0,0,1,0,0
внедорожник,синий,3.0,286.0,дизель,194000.0,5.0,2007.0,1.0,3.0,1,1.0,1150000.0,0,0,0,1
внедорожник,коричневый,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6780000.0,1,0,0,1
внедорожник,белый,2.0,184.0,бензин,193641.0,5.0,2012.0,1.0,3.0,1,1.0,650000.0,0,0,0,1
внедорожник,чёрный,3.0,340.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,6345000.0,1,0,0,1
купе,белый,2.0,156.0,бензин,129000.0,2.0,2009.0,1.0,3.0,0,1.0,630000.0,0,0,0,1
седан,белый,2.0,184.0,бензин,99999.0,4.0,2013.0,1.0,3.0,0,1.0,1050000.0,0,0,0,1
внедорожник,чёрный,3.0,245.0,дизель,195000.0,5.0,2011.0,1.0,3.0,1,1.0,1285000.0,0,1,0,0
внедорожник,серый,2.0,249.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,4070000.0,1,0,0,1
седан,чёрный,2.0,184.0,бензин,130000.0,4.0,2012.0,1.0,3.0,0,1.0,950000.0,0,1,0,0
седан,чёрный,2.0,156.0,бензин,140000.0,4.0,2009.0,1.0,3.0,0,1.0,650000.0,0,0,0,1
внедорожник,синий,2.0,184.0,бензин,40000.0,5.0,2018.0,1.0,1.0,1,1.0,2750000.0,0,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,0.0,5.0,2019.0,1.0,,1,1.0,6639200.0,0,0,0,1
лифтбек,белый,3.0,306.0,бензин,140000.0,5.0,2009.0,1.0,3.0,0,1.0,777000.0,0,0,0,1
седан,чёрный,2.0,184.0,бензин,60500.0,4.0,2014.0,1.0,2.0,0,1.0,1750000.0,0,0,0,1
седан,чёрный,3.6,272.0,бензин,360000.0,4.0,2002.0,1.0,3.0,0,1.0,400000.0,0,0,0,1
внедорожник,серый,2.5,192.0,бензин,230000.0,5.0,2004.0,1.0,3.0,1,1.0,650000.0,0,1,0,0
седан,чёрный,3.0,258.0,бензин,105000.0,4.0,2011.0,1.0,3.0,0,1.0,1200000.0,0,0,0,1
седан,коричневый,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,3370000.0,1,0,0,1
внедорожник,чёрный,3.0,249.0,дизель,55000.0,5.0,2016.0,1.0,1.0,1,1.0,3280000.0,0,0,0,1
внедорожник,белый,3.0,245.0,дизель,117500.0,5.0,2011.0,1.0,3.0,1,1.0,1450000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,2949800.0,1,0,0,1
седан,чёрный,2.0,190.0,дизель,39000.0,4.0,2018.0,1.0,1.0,0,1.0,2300000.0,0,0,0,1
лифтбек,синий,2.0,184.0,дизель,190000.0,5.0,2014.0,1.0,2.0,1,1.0,1230000.0,0,0,0,1
седан,синий,2.0,184.0,бензин,132000.0,4.0,2014.0,1.0,3.0,0,1.0,1165000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,1,1.0,2949800.0,1,0,0,1
седан,чёрный,2.5,218.0,бензин,148000.0,4.0,2008.0,1.0,3.0,0,1.0,749000.0,0,1,0,0
хетчбек,чёрный,2.0,136.0,бензин,109000.0,5.0,2010.0,1.0,3.0,0,1.0,530000.0,0,0,0,1
внедорожник,чёрный,3.0,231.0,бензин,400000.0,5.0,2004.0,1.0,3.0,1,1.0,470000.0,0,0,0,1
внедорожник,чёрный,2.0,177.0,дизель,180000.0,5.0,2011.0,1.0,3.0,1,1.0,850000.0,0,0,0,1
седан,чёрный,3.0,313.0,дизель,107000.0,4.0,2013.0,1.0,3.0,1,1.0,1700000.0,0,1,0,0
седан,чёрный,2.0,249.0,бензин,0.0,4.0,2020.0,1.0,,1,1.0,4050000.0,1,0,0,1
внедорожник,синий,2.0,184.0,бензин,0.0,5.0,2020.0,1.0,,1,1.0,3462100.0,1,0,0,1
седан,чёрный,2.0,184.0,бензин,127000.0,4.0,2016.0,1.0,1.0,1,1.0,1499999.0,0,0,0,1
седан,белый,2.0,184.0,бензин,224000.0,4.0,2012.0,1.0,3.0,0,1.0,920000.0,0,1,0,0
внедорожник,чёрный,3.0,245.0,дизель,65000.0,5.0,2013.0,1.0,2.0,1,1.0,2050000.0,0,0,0,1
внедорожник,чёрный,2.0,204.0,дизель,202000.0,5.0,2009.0,1.0,3.0,1,1.0,800000.0,0,0,0,1
внедорожник,чёрный,4.4,555.0,бензин,123000.0,5.0,2012.0,1.0,3.0,1,1.0,1830000.0,0,0,0,1
седан,чёрный,2.0,190.0,дизель,0.0,4.0,2020.0,1.0,,0,1.0,2932600.0,1,0,0,1
внедорожник,чёрный,2.0,150.0,бензин,146000.0,5.0,2012.0,1.0,2.0,0,1.0,850000.0,0,0,0,1
седан,синий,2.0,190.0,дизель,150000.0,4.0,2016.0,1.0,1.0,0,1.0,1690000.0,0,0,0,1
седан,чёрный,3.0,300.0,бензин,160000.0,4.0,2009.0,1.0,1.0,1,1.0,1300000.0,0,0,0,1
внедорожник,синий,2.0,150.0,дизель,0.0,5.0,2020.0,1.0,,1,1.0,2870000.0,1,0,0,1
седан,чёрный,3.0,320.0,бензин,47000.0,4.0,2014.0,1.0,1.0,1,1.0,1965000.0,0,0,0,1
