id,engineDisplacement,enginePower,mileage,numberOfDoors,внедорожник,компактвэн,купе,лифтбек,минивэн,открытый,седан,универсал,хетчбек,белый,бордовый,голубой,жёлтый,зелёный,золотистый,золотой,коричневый,красный,оранжевый,пурпурный,розовый,серебристый,серый,синий,фиолетовый,чёрный,бензин,гибрид,дизель,электро,productionDate,ownersNumber,drive,steeringWheelSide,source,price,new,automatic,mechanical,robot,dublicate_ptc,no_ptc,original_ptc,crashed_car,excellent_state_or_new,good_state
9117,2.0,231.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4950000.0,1,1,0,0,0,1,0,0,0,0
9118,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4920000.0,1,1,0,0,0,1,0,0,0,0
9119,2.0,231.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,4950000.0,1,1,0,0,0,1,0,0,0,0
9120,2.0,231.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4950000.0,1,1,0,0,0,1,0,0,0,0
9121,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,7180000.0,1,1,0,0,0,1,0,0,0,0
9122,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,4700000.0,1,1,0,0,0,1,0,0,0,0
9123,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3785700.0,1,1,0,0,0,1,0,0,0,0
9124,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3996600.0,1,1,0,0,0,1,0,0,0,0
9125,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3785700.0,1,1,0,0,0,1,0,0,0,0
9126,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2827500.0,1,1,0,0,0,1,0,0,0,0
9127,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2827500.0,1,1,0,0,0,1,0,0,0,0
9128,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2827500.0,1,1,0,0,0,1,0,0,0,0
9129,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,2984100.0,1,1,0,0,0,1,0,0,0,0
9130,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2827500.0,1,1,0,0,0,1,0,0,0,0
9131,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2827500.0,1,1,0,0,0,1,0,0,0,0
9132,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,7620000.0,1,1,0,0,0,1,0,0,0,0
9133,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,3022500.0,1,1,0,0,0,1,0,0,0,0
9134,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,7410000.0,1,1,0,0,0,1,0,0,0,0
9135,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3353500.0,1,1,0,0,0,1,0,0,0,0
9136,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3638500.0,1,1,0,0,0,1,0,0,0,0
9137,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,2966700.0,1,1,0,0,0,1,0,0,0,0
9138,2.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3961500.0,1,1,0,0,0,1,0,0,0,0
9139,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,3022500.0,1,1,0,0,0,1,0,0,0,0
9140,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,3022500.0,1,1,0,0,0,1,0,0,0,0
9141,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3638500.0,1,1,0,0,0,1,0,0,0,0
9142,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3429500.0,1,1,0,0,0,1,0,0,0,0
9143,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,3022500.0,1,1,0,0,0,1,0,0,0,0
9144,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9145,2.0,231.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,4990000.0,1,1,0,0,0,1,0,0,0,0
9146,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,6280000.0,1,1,0,0,0,1,0,0,0,0
9147,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,7280000.0,1,1,0,0,0,1,0,0,0,0
9148,2.0,231.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4990000.0,1,1,0,0,0,1,0,0,0,0
9149,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,7280000.0,1,1,0,0,0,1,0,0,0,0
9150,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,7410000.0,1,1,0,0,0,1,0,0,0,0
9151,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,7410000.0,1,1,0,0,0,1,0,0,0,0
9152,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,5780000.0,1,1,0,0,0,1,0,0,0,0
9153,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,6160000.0,1,1,0,0,0,1,0,0,0,0
9154,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,7340000.0,1,1,0,0,0,1,0,0,0,0
9155,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,6054400.0,1,1,0,0,0,1,0,0,0,0
9156,1.5,140.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,2348640.0,1,1,0,0,0,1,0,0,0,0
9157,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,4740000.0,1,1,0,0,0,1,0,0,0,0
9158,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3996600.0,1,1,0,0,0,1,0,0,0,0
9159,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3996600.0,1,1,0,0,0,1,0,0,0,0
9160,2.0,150.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,1,0.0,drom_ru,2754700.0,1,1,0,0,0,1,0,0,0,0
9161,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3996600.0,1,1,0,0,0,1,0,0,0,0
9162,3.0,320.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,9407923.0,1,1,0,0,0,1,0,0,0,0
9163,2.0,306.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3584871.0,1,1,0,0,0,1,0,0,0,0
9164,3.0,400.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,11218700.0,1,1,0,0,0,1,0,0,0,0
9165,3.0,400.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,10601300.0,1,1,0,0,0,1,0,0,0,0
9166,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,6306237.0,1,1,0,0,0,1,0,0,0,0
9167,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,6589400.0,1,1,0,0,0,1,0,0,0,0
9168,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,6589400.0,1,1,0,0,0,1,0,0,0,0
9169,3.0,249.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,6589400.0,1,1,0,0,0,1,0,0,0,0
9170,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,5934000.0,1,1,0,0,0,1,0,0,0,0
9171,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,5934000.0,1,1,0,0,0,1,0,0,0,0
9172,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,5934000.0,1,1,0,0,0,1,0,0,0,0
9173,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3052700.0,1,1,0,0,0,1,0,0,0,0
9174,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3397575.0,1,1,0,0,0,1,0,0,0,0
9175,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3052700.0,1,1,0,0,0,1,0,0,0,0
9176,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3052700.0,1,1,0,0,0,1,0,0,0,0
9177,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3052700.0,1,1,0,0,0,1,0,0,0,0
9178,2.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3052700.0,1,1,0,0,0,1,0,0,0,0
9179,3.0,340.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,5814768.0,1,1,0,0,0,1,0,0,0,0
9180,1.5,140.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,2180322.0,1,1,0,0,0,1,0,0,0,0
9181,2.0,150.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,2571922.0,1,1,0,0,0,1,0,0,0,0
9182,1.5,140.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,2139738.0,1,1,0,0,0,1,0,0,0,0
9183,1.5,140.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,2139738.0,1,1,0,0,0,1,0,0,0,0
9184,2.0,150.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,2447500.0,1,1,0,0,0,1,0,0,0,0
9185,2.0,150.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,2668754.0,1,1,0,0,0,1,0,0,0,0
9186,2.0,192.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,2836697.0,1,1,0,0,0,1,0,0,0,0
9187,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3150422.0,1,1,0,0,0,1,0,0,0,0
9188,2.0,190.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3453200.0,1,1,0,0,0,1,0,0,0,0
9189,2.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,5544700.0,1,1,0,0,0,1,0,0,0,0
9190,2.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,5544700.0,1,1,0,0,0,1,0,0,0,0
9191,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,7280200.0,1,1,0,0,0,1,0,0,0,0
9192,3.0,320.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,7768009.0,1,1,0,0,0,1,0,0,0,0
9193,3.0,320.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,7496559.0,1,1,0,0,0,1,0,0,0,0
9194,3.0,400.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,7213730.0,1,1,0,0,0,1,0,0,0,0
9195,1.5,140.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,2180322.0,1,1,0,0,0,1,0,0,0,0
9196,1.5,140.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,2180322.0,1,1,0,0,0,1,0,0,0,0
9197,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9198,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4171200.0,1,1,0,0,0,1,0,0,0,0
9199,3.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4171200.0,1,1,0,0,0,1,0,0,0,0
9200,2.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,2,0.0,drom_ru,3696000.0,1,1,0,0,0,1,0,0,0,0
9201,2.0,249.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,2,0.0,drom_ru,3564000.0,1,1,0,0,0,1,0,0,0,0
9202,2.0,190.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,4153541.0,1,1,0,0,0,1,0,0,0,0
9203,2.0,190.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,4210412.0,1,1,0,0,0,1,0,0,0,0
9204,2.0,190.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3832340.0,1,1,0,0,0,1,0,0,0,0
9205,2.0,190.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3684600.0,1,1,0,0,0,1,0,0,0,0
9206,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3308624.0,1,1,0,0,0,1,0,0,0,0
9207,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3352800.0,1,1,0,0,0,1,0,0,0,0
9208,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9209,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9210,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9211,2.0,184.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2020.0,,1,0.0,drom_ru,2860000.0,1,1,0,0,0,1,0,0,0,0
9212,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3308624.0,1,1,0,0,0,1,0,0,0,0
9213,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3282400.0,1,1,0,0,0,1,0,0,0,0
9214,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3018400.0,1,1,0,0,0,1,0,0,0,0
9215,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3424696.0,1,1,0,0,0,1,0,0,0,0
9216,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3424696.0,1,1,0,0,0,1,0,0,0,0
9217,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3282400.0,1,1,0,0,0,1,0,0,0,0
9218,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3282400.0,1,1,0,0,0,1,0,0,0,0
9219,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,1,0.0,drom_ru,3000800.0,1,1,0,0,0,1,0,0,0,0
9220,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,1,0.0,drom_ru,3000800.0,1,1,0,0,0,1,0,0,0,0
9221,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,1,0.0,drom_ru,2965600.0,1,1,0,0,0,1,0,0,0,0
9222,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2020.0,,1,0.0,drom_ru,2965600.0,1,1,0,0,0,1,0,0,0,0
9223,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3018400.0,1,1,0,0,0,1,0,0,0,0
9224,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,3282400.0,1,1,0,0,0,1,0,0,0,0
9225,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,3019245.0,1,1,0,0,0,1,0,0,0,0
9226,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2020.0,,2,0.0,drom_ru,2976651.0,1,1,0,0,0,1,0,0,0,0
9227,2.0,190.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2020.0,,2,0.0,drom_ru,2976651.0,1,1,0,0,0,1,0,0,0,0
